Date, Open, High, Low, Close
10/29/85, 1368.72, 1377.60, 1356.22, 1368.72
10/28/85, 1359.98, 1363.98, 1346.61, 1359.98
10/25/85, 1356.51, 1367.38, 1351.63, 1356.51
10/24/85, 1362.23, 1374.48, 1355.36, 1362.23
10/23/85, 1367.15, 1373.40, 1357.15, 1367.15
10/22/85, 1364.35, 1374.60, 1356.23, 1364.35
10/21/85, 1364.13, 1375.63, 1357.75, 1364.13
10/18/85, 1368.84, 1383.34, 1358.97, 1368.84
10/17/85, 1369.28, 1378.28, 1356.90, 1369.28
10/16/85, 1368.50, 1371.25, 1346.25, 1368.50
10/15/85, 1350.80, 1364.05, 1343.42, 1350.80
10/14/85, 1354.72, 1356.10, 1336.60, 1354.72
10/11/85, 1339.94, 1343.32, 1323.69, 1339.94
10/10/85, 1328.06, 1333.31, 1318.43, 1328.06
10/09/85, 1326.72, 1336.72, 1320.22, 1326.72
10/08/85, 1325.49, 1333.87, 1316.24, 1325.49
10/07/85, 1324.37, 1335.87, 1315.25, 1324.37
10/04/85, 1328.73, 1334.98, 1321.23, 1328.73
10/03/85, 1333.10, 1345.35, 1323.85, 1333.10
10/02/85, 1333.66, 1351.53, 1328.03, 1333.66
10/01/85, 1340.94, 1343.94, 1322.69, 1340.94
09/30/85, 1328.62, 1336.75, 1318.62, 1328.62
09/26/85, 1320.78, 1325.15, 1302.03, 1320.78
09/25/85, 1312.05, 1330.17, 1306.05, 1312.05
09/24/85, 1321.12, 1334.50, 1301.87, 1321.12
09/23/85, 1316.30, 1324.30, 1305.80, 1316.30
09/20/85, 1297.93, 1313.30, 1294.55, 1297.93
09/19/85, 1306.78, 1312.90, 1291.28, 1306.78
09/18/85, 1300.40, 1307.52, 1283.65, 1300.40
09/17/85, 1298.16, 1314.41, 1291.28, 1298.16
09/16/85, 1309.13, 1315.63, 1301.13, 1309.13
09/13/85, 1307.67, 1320.04, 1296.79, 1307.67
09/12/85, 1312.38, 1326.50, 1307.00, 1312.38
09/11/85, 1319.44, 1334.44, 1314.94, 1319.44
09/10/85, 1333.44, 1346.44, 1324.94, 1333.44
09/09/85, 1339.26, 1348.13, 1326.38, 1339.26
09/06/85, 1335.68, 1341.30, 1323.93, 1335.68
09/05/85, 1325.82, 1332.95, 1318.70, 1325.82
09/04/85, 1326.72, 1334.10, 1318.22, 1326.72
09/03/85, 1329.18, 1337.05, 1322.80, 1329.18
08/30/85, 1334.00, 1342.38, 1325.38, 1334.00
08/29/85, 1335.12, 1340.00, 1325.25, 1335.12
08/28/85, 1331.08, 1334.71, 1316.46, 1331.08
08/27/85, 1322.46, 1328.59, 1315.21, 1322.46
08/26/85, 1317.64, 1324.14, 1309.89, 1317.64
08/23/85, 1318.32, 1322.82, 1310.57, 1318.32
08/22/85, 1318.09, 1334.59, 1312.47, 1318.09
08/21/85, 1329.52, 1333.64, 1319.14, 1329.52
08/20/85, 1323.70, 1327.95, 1311.45, 1323.70
08/19/85, 1312.50, 1319.13, 1307.63, 1312.50
08/16/85, 1312.72, 1321.47, 1305.97, 1312.72
08/15/85, 1317.76, 1324.88, 1308.13, 1317.76
08/14/85, 1316.97, 1325.97, 1311.47, 1316.97
08/13/85, 1315.29, 1325.41, 1303.66, 1315.29
08/12/85, 1314.28, 1324.28, 1309.15, 1314.28
08/09/85, 1320.78, 1331.78, 1317.65, 1320.78
08/08/85, 1329.85, 1335.23, 1318.23, 1329.85
08/07/85, 1325.04, 1331.16, 1316.41, 1325.04
08/06/85, 1325.15, 1350.27, 1323.02, 1325.15
08/05/85, 1346.88, 1352.63, 1337.00, 1346.88
08/02/85, 1353.04, 1360.04, 1345.54, 1353.04
08/01/85, 1355.62, 1361.87, 1342.00, 1355.62
07/31/85, 1347.44, 1357.32, 1339.94, 1347.44
07/30/85, 1346.10, 1352.48, 1334.98, 1346.10
07/29/85, 1343.85, 1357.98, 1338.35, 1343.85
07/26/85, 1357.07, 1365.57, 1345.32, 1357.07
07/25/85, 1353.60, 1359.85, 1338.60, 1353.60
07/24/85, 1348.89, 1359.14, 1335.77, 1348.89
07/23/85, 1351.81, 1372.43, 1344.81, 1351.81
07/22/85, 1357.63, 1362.01, 1346.88, 1357.63
07/19/85, 1359.53, 1363.28, 1346.65, 1359.53
07/18/85, 1350.91, 1363.16, 1345.41, 1350.91
07/17/85, 1357.97, 1365.85, 1346.22, 1357.97
07/16/85, 1347.89, 1351.89, 1331.64, 1347.89
07/15/85, 1338.59, 1345.97, 1326.47, 1338.59
07/12/85, 1338.59, 1345.97, 1326.47, 1338.59
07/11/85, 1337.69, 1343.94, 1326.19, 1337.69
07/10/85, 1332.88, 1336.76, 1315.38, 1332.88
07/09/85, 1321.90, 1333.65, 1313.40, 1321.90
07/08/85, 1328.40, 1336.40, 1318.90, 1328.40
07/05/85, 1334.45, 1340.58, 1324.95, 1334.45
07/03/85, 1326.38, 1337.51, 1320.26, 1326.38
07/02/85, 1334.00, 1343.63, 1329.25, 1334.00
07/01/85, 1337.14, 1342.14, 1322.64, 1337.14
06/28/85, 1335.34, 1341.09, 1325.97, 1335.34
06/27/85, 1332.21, 1338.59, 1321.84, 1332.21
06/26/85, 1323.81, 1329.06, 1314.81, 1323.81
06/25/85, 1323.02, 1338.77, 1314.14, 1323.02
06/24/85, 1320.56, 1326.68, 1307.81, 1320.56
06/21/85, 1324.25, 1325.75, 1293.88, 1324.25
06/20/85, 1299.73, 1305.36, 1287.86, 1299.73
06/19/85, 1297.37, 1312.62, 1293.62, 1297.37
06/18/85, 1304.76, 1312.26, 1293.76, 1304.76
06/17/85, 1298.38, 1303.88, 1288.76, 1298.38
06/14/85, 1300.96, 1305.34, 1288.96, 1300.96
06/13/85, 1290.09, 1308.09, 1285.47, 1290.09
06/12/85, 1306.33, 1318.21, 1300.83, 1306.33
06/11/85, 1313.84, 1323.72, 1308.09, 1313.84
06/10/85, 1318.43, 1322.56, 1307.31, 1318.43
06/07/85, 1316.41, 1331.91, 1313.04, 1316.41
06/06/85, 1327.28, 1330.53, 1312.03, 1327.28
06/05/85, 1320.56, 1331.68, 1312.68, 1320.56
06/04/85, 1315.29, 1321.16, 1304.54, 1315.29
06/03/85, 1310.92, 1324.92, 1304.30, 1310.92
05/31/85, 1315.41, 1320.66, 1298.79, 1315.41
05/30/85, 1305.77, 1314.14, 1294.02, 1305.77
05/29/85, 1302.97, 1308.35, 1292.85, 1302.97
05/28/85, 1301.51, 1312.76, 1293.26, 1301.51
05/24/85, 1301.96, 1305.59, 1291.21, 1301.96
05/23/85, 1296.70, 1307.70, 1291.08, 1296.70
05/22/85, 1303.76, 1308.88, 1294.38, 1303.76
05/21/85, 1309.69, 1316.07, 1297.57, 1309.69
05/20/85, 1304.88, 1310.26, 1292.26, 1304.88
05/17/85, 1285.33, 1295.71, 1271.46, 1285.33
05/16/85, 1278.04, 1285.29, 1270.16, 1278.04
05/15/85, 1273.51, 1283.63, 1265.51, 1273.51
05/14/85, 1273.29, 1288.54, 1267.66, 1273.29
05/13/85, 1277.49, 1283.49, 1268.87, 1277.49
05/10/85, 1274.18, 1282.43, 1261.68, 1274.18
05/09/85, 1260.26, 1265.51, 1246.13, 1260.26
05/08/85, 1249.77, 1258.89, 1239.52, 1249.77
05/07/85, 1252.75, 1261.25, 1243.25, 1252.75
05/06/85, 1247.78, 1256.28, 1241.40, 1247.78
05/03/85, 1247.23, 1253.86, 1238.36, 1247.23
05/02/85, 1242.26, 1251.13, 1235.63, 1242.26
05/01/85, 1242.05, 1262.80, 1239.17, 1242.05
04/30/85, 1258.05, 1266.17, 1245.80, 1258.05
04/29/85, 1259.71, 1277.84, 1257.46, 1259.71
04/26/85, 1275.17, 1290.30, 1270.55, 1275.17
04/25/85, 1284.78, 1289.15, 1272.53, 1284.78
04/24/85, 1278.48, 1286.36, 1269.98, 1278.48
04/23/85, 1278.70, 1282.83, 1261.20, 1278.70
04/22/85, 1266.56, 1273.56, 1257.68, 1266.56
04/19/85, 1266.56, 1272.43, 1258.56, 1266.56
04/18/85, 1265.12, 1281.87, 1260.87, 1265.12
04/17/85, 1272.30, 1277.42, 1263.55, 1272.30
04/16/85, 1269.54, 1276.54, 1257.04, 1269.54
04/15/85, 1266.78, 1272.40, 1257.90, 1266.78
04/12/85, 1265.67, 1270.42, 1257.30, 1265.67
04/11/85, 1263.69, 1274.82, 1257.19, 1263.69
04/10/85, 1259.93, 1269.06, 1252.18, 1259.93
04/09/85, 1253.86, 1262.11, 1246.61, 1253.86
04/08/85, 1252.98, 1266.98, 1246.11, 1252.98
04/04/85, 1259.05, 1264.17, 1248.42, 1259.05
04/03/85, 1258.05, 1268.05, 1251.55, 1258.05
04/02/85, 1265.67, 1280.67, 1261.55, 1265.67
04/01/85, 1272.74, 1276.24, 1260.49, 1272.74
03/29/85, 1266.78, 1270.53, 1255.90, 1266.78
03/28/85, 1260.71, 1275.71, 1256.59, 1260.71
03/27/85, 1264.90, 1270.78, 1256.03, 1264.90
03/26/85, 1259.71, 1267.46, 1252.21, 1259.71
03/25/85, 1259.93, 1268.43, 1252.93, 1259.93
03/22/85, 1268.21, 1279.09, 1257.71, 1268.21
03/21/85, 1268.21, 1279.09, 1257.71, 1268.21
03/20/85, 1265.23, 1277.36, 1257.86, 1265.23
03/19/85, 1271.08, 1274.08, 1245.71, 1271.08
03/18/85, 1249.66, 1261.16, 1242.79, 1249.66
03/15/85, 1247.34, 1266.84, 1245.22, 1247.34
03/14/85, 1260.04, 1269.29, 1254.29, 1260.04
03/13/85, 1261.70, 1278.20, 1257.70, 1261.70
03/12/85, 1271.75, 1279.38, 1262.50, 1271.75
03/11/85, 1268.55, 1277.05, 1260.92, 1268.55
03/08/85, 1269.65, 1280.78, 1264.15, 1269.65
03/07/85, 1271.53, 1283.15, 1265.53, 1271.53
03/06/85, 1280.36, 1296.86, 1275.61, 1280.36
03/05/85, 1291.84, 1299.97, 1281.09, 1291.84
03/04/85, 1289.53, 1304.53, 1283.15, 1289.53
03/01/85, 1299.35, 1309.85, 1282.73, 1299.35
02/28/85, 1284.00, 1288.25, 1271.50, 1284.00
02/27/85, 1281.02, 1295.27, 1274.52, 1281.02
02/26/85, 1286.10, 1293.10, 1272.35, 1286.10
02/25/85, 1277.49, 1283.12, 1263.37, 1277.49
02/22/85, 1275.83, 1286.46, 1270.08, 1275.83
02/21/85, 1279.03, 1287.03, 1272.65, 1279.03
02/20/85, 1283.12, 1292.50, 1272.62, 1283.12
02/19/85, 1280.58, 1287.08, 1273.58, 1280.58
02/15/85, 1282.01, 1296.26, 1275.13, 1282.01
02/14/85, 1287.87, 1307.50, 1283.75, 1287.87
02/13/85, 1297.92, 1304.55, 1274.55, 1297.92
02/12/85, 1276.60, 1283.10, 1266.35, 1276.60
02/11/85, 1276.05, 1291.67, 1268.67, 1276.05
02/08/85, 1289.97, 1297.10, 1281.47, 1289.97
02/07/85, 1290.08, 1296.96, 1279.83, 1290.08
02/06/85, 1280.58, 1294.46, 1275.08, 1280.58
02/05/85, 1285.22, 1301.10, 1278.60, 1285.22
02/04/85, 1290.08, 1294.83, 1269.08, 1290.08
02/01/85, 1277.71, 1281.59, 1267.84, 1277.71
01/31/85, 1286.76, 1293.38, 1272.63, 1286.76
01/30/85, 1287.87, 1305.00, 1279.37, 1287.87
01/29/85, 1292.62, 1295.37, 1267.00, 1292.62
01/28/85, 1277.82, 1290.95, 1264.32, 1277.82
01/25/85, 1276.05, 1284.55, 1262.05, 1276.05
01/24/85, 1270.42, 1287.92, 1264.67, 1270.42
01/23/85, 1274.73, 1278.23, 1252.61, 1274.73
01/22/85, 1259.49, 1277.24, 1252.87, 1259.49
01/21/85, 1261.37, 1266.37, 1229.50, 1261.37
01/18/85, 1227.35, 1237.60, 1219.60, 1227.35
01/17/85, 1228.68, 1234.56, 1219.81, 1228.68
01/16/85, 1230.67, 1241.05, 1220.80, 1230.67
01/15/85, 1230.78, 1243.65, 1223.15, 1230.78
01/14/85, 1234.53, 1238.15, 1210.40, 1234.53
01/11/85, 1218.08, 1229.33, 1210.96, 1218.08
01/10/85, 1223.49, 1225.87, 1195.62, 1223.49
01/09/85, 1202.73, 1209.36, 1190.36, 1202.73
01/08/85, 1191.69, 1199.44, 1184.19, 1191.69
01/07/85, 1190.58, 1198.21, 1182.96, 1190.58
01/04/85, 1184.95, 1192.58, 1178.70, 1184.95
01/03/85, 1189.81, 1207.81, 1185.18, 1189.81
01/02/85, 1198.87, 1212.37, 1194.00, 1198.87
12/31/84, 1211.57, 1215.45, 1199.32, 1211.57
12/28/84, 1204.17, 1210.42, 1196.17, 1204.17
12/27/84, 1202.51, 1214.13, 1199.13, 1202.51
12/26/84, 1208.92, 1213.80, 1201.55, 1208.92
12/24/84, 1210.13, 1214.38, 1199.26, 1210.13
12/21/84, 1198.98, 1210.11, 1186.86, 1198.98
12/20/84, 1203.28, 1219.40, 1198.90, 1203.28
12/19/84, 1208.03, 1223.53, 1201.53, 1208.03
12/18/84, 1211.57, 1213.20, 1182.32, 1211.57
12/17/84, 1176.78, 1182.28, 1164.53, 1176.78
12/14/84, 1175.90, 1187.15, 1165.65, 1175.90
12/13/84, 1168.83, 1183.46, 1162.71, 1168.83
12/12/84, 1175.12, 1183.87, 1170.50, 1175.12
12/11/84, 1178.33, 1183.83, 1167.58, 1178.33
12/10/84, 1172.25, 1178.88, 1154.75, 1172.25
12/07/84, 1163.20, 1177.70, 1160.08, 1163.20
12/06/84, 1170.49, 1178.62, 1159.24, 1170.49
12/05/84, 1171.59, 1187.09, 1166.84, 1171.59
12/04/84, 1185.07, 1192.57, 1178.70, 1185.07
12/03/84, 1182.41, 1192.16, 1173.41, 1182.41
11/30/84, 1188.93, 1197.68, 1181.18, 1188.93
11/29/84, 1193.46, 1206.59, 1188.21, 1193.46
11/28/84, 1205.38, 1224.63, 1203.51, 1205.38
11/27/84, 1220.18, 1226.81, 1204.68, 1220.18
11/26/84, 1212.34, 1224.47, 1206.22, 1212.34
11/23/84, 1220.29, 1224.41, 1204.29, 1220.29
11/21/84, 1201.52, 1207.02, 1185.14, 1201.52
11/20/84, 1195.11, 1202.36, 1183.86, 1195.11
11/19/84, 1185.28, 1197.40, 1180.78, 1185.28
11/16/84, 1187.94, 1212.94, 1186.82, 1187.94
11/15/84, 1206.16, 1214.16, 1198.41, 1206.16
11/14/84, 1206.93, 1215.81, 1199.06, 1206.93
11/13/84, 1206.60, 1222.10, 1203.10, 1206.60
11/12/84, 1219.19, 1223.69, 1209.32, 1219.19
11/09/84, 1218.96, 1238.71, 1216.71, 1218.96
11/08/84, 1228.68, 1237.43, 1220.31, 1228.68
11/07/84, 1233.21, 1245.96, 1223.71, 1233.21
11/06/84, 1244.14, 1247.39, 1227.14, 1244.14
11/05/84, 1229.23, 1232.98, 1212.61, 1229.23
11/02/84, 1216.65, 1225.81, 1208.26, 1216.65
11/01/84, 1217.09, 1224.38, 1204.51, 1217.09
10/31/84, 1207.38, 1219.63, 1201.52, 1207.38
10/30/84, 1217.31, 1224.60, 1200.42, 1217.31
10/29/84, 1201.41, 1207.49, 1195.01, 1201.41
10/26/84, 1204.95, 1213.45, 1197.77, 1204.95
10/25/84, 1211.02, 1223.61, 1206.05, 1211.02
10/24/84, 1216.43, 1223.06, 1205.17, 1216.43
10/23/84, 1213.01, 1226.70, 1206.71, 1213.01
10/22/84, 1217.20, 1230.34, 1210.80, 1217.20
10/19/84, 1225.93, 1246.02, 1213.56, 1225.93
10/18/84, 1225.38, 1226.70, 1185.73, 1225.38
10/17/84, 1195.89, 1208.59, 1185.62, 1195.89
10/16/84, 1197.77, 1209.36, 1192.25, 1197.77
10/15/84, 1202.96, 1209.58, 1186.73, 1202.96
10/12/84, 1190.70, 1198.43, 1181.10, 1190.70
10/11/84, 1183.08, 1189.93, 1170.61, 1183.08
10/10/84, 1177.23, 1182.97, 1158.24, 1177.23
10/09/84, 1175.13, 1188.16, 1171.93, 1175.13
10/08/84, 1177.89, 1183.08, 1170.49, 1177.89
10/05/84, 1182.53, 1196.33, 1176.56, 1182.53
10/04/84, 1187.39, 1195.01, 1181.10, 1187.39
10/03/84, 1182.86, 1195.78, 1174.68, 1182.86
10/02/84, 1191.36, 1207.38, 1188.60, 1191.36
10/01/84, 1198.98, 1208.15, 1192.36, 1198.98
09/28/84, 1206.71, 1217.98, 1200.09, 1206.71
09/27/84, 1216.76, 1225.27, 1211.35, 1216.76
09/26/84, 1212.12, 1222.06, 1199.98, 1212.12
09/25/84, 1207.16, 1216.87, 1192.80, 1207.16
09/24/84, 1205.06, 1216.43, 1196.00, 1205.06
09/21/84, 1201.74, 1231.01, 1197.00, 1201.74
09/20/84, 1216.54, 1221.73, 1202.52, 1216.54
09/19/84, 1213.01, 1234.10, 1206.05, 1213.01
09/18/84, 1226.26, 1239.95, 1221.18, 1226.26
09/17/84, 1237.08, 1248.01, 1226.26, 1237.08
09/14/84, 1237.52, 1248.23, 1227.92, 1237.52
09/13/84, 1228.25, 1232.11, 1196.00, 1228.25
09/12/84, 1200.31, 1206.60, 1189.81, 1200.31
09/11/84, 1197.99, 1221.06, 1196.33, 1197.99
09/10/84, 1202.52, 1214.33, 1191.81, 1202.52
09/07/84, 1207.38, 1226.59, 1201.63, 1207.38
09/06/84, 1218.86, 1226.04, 1208.70, 1218.86
09/05/84, 1209.03, 1215.88, 1199.65, 1209.03
09/04/84, 1212.35, 1222.39, 1206.93, 1212.35
08/31/84, 1224.38, 1226.70, 1213.89, 1224.38
08/30/84, 1223.28, 1231.89, 1218.64, 1223.28
08/29/84, 1226.92, 1243.04, 1222.50, 1226.92
08/28/84, 1232.11, 1236.20, 1220.85, 1232.11
08/27/84, 1227.92, 1234.76, 1219.08, 1227.92
08/24/84, 1236.53, 1240.72, 1227.14, 1236.53
08/23/84, 1232.43, 1241.93, 1221.51, 1232.43
08/22/84, 1231.78, 1250.55, 1225.81, 1231.78
08/21/84, 1239.73, 1247.35, 1216.65, 1239.73
08/20/84, 1216.98, 1221.18, 1203.62, 1216.98
08/17/84, 1211.90, 1222.06, 1205.93, 1211.90
08/16/84, 1209.14, 1218.42, 1196.78, 1209.14
08/15/84, 1198.98, 1219.74, 1195.56, 1198.98
08/14/84, 1214.11, 1230.45, 1208.70, 1214.11
08/13/84, 1220.07, 1226.14, 1204.39, 1220.07
08/10/84, 1218.08, 1253.75, 1214.66, 1218.08
08/09/84, 1224.04, 1231.44, 1189.48, 1224.04
08/08/84, 1196.10, 1215.43, 1191.36, 1196.10
08/07/84, 1204.61, 1216.98, 1184.95, 1204.61
08/06/84, 1202.95, 1213.89, 1191.14, 1202.95
08/03/84, 1202.07, 1213.33, 1175.79, 1202.07
08/02/84, 1166.07, 1171.37, 1138.13, 1166.07
08/01/84, 1134.60, 1139.57, 1114.94, 1134.60
07/31/84, 1115.28, 1123.56, 1104.90, 1115.28
07/30/84, 1109.98, 1121.68, 1103.24, 1109.98
07/27/84, 1114.61, 1124.22, 1101.58, 1114.61
07/26/84, 1107.55, 1113.18, 1093.41, 1107.55
07/25/84, 1096.94, 1106.44, 1078.94, 1096.94
07/24/84, 1086.57, 1103.90, 1083.58, 1086.57
07/23/84, 1096.61, 1102.58, 1083.36, 1096.61
07/20/84, 1101.36, 1109.09, 1092.42, 1101.36
07/19/84, 1102.91, 1114.06, 1098.27, 1102.91
07/18/84, 1111.63, 1125.44, 1106.00, 1111.63
07/17/84, 1122.89, 1128.53, 1110.75, 1122.89
07/16/84, 1116.82, 1120.25, 1100.81, 1116.82
07/13/84, 1109.87, 1118.04, 1101.91, 1109.87
07/12/84, 1104.57, 1116.82, 1096.17, 1104.57
07/11/84, 1108.54, 1127.20, 1106.22, 1108.54
07/10/84, 1126.87, 1139.46, 1119.91, 1126.87
07/09/84, 1134.05, 1138.58, 1112.62, 1134.05
07/06/84, 1122.57, 1127.09, 1112.18, 1122.57
07/05/84, 1124.55, 1138.46, 1122.23, 1124.55
07/03/84, 1134.27, 1139.13, 1124.00, 1134.27
07/02/84, 1130.07, 1137.80, 1120.25, 1130.07
06/29/84, 1132.39, 1143.32, 1124.55, 1132.39
06/28/84, 1126.54, 1131.62, 1112.74, 1126.54
06/27/84, 1116.71, 1130.07, 1109.98, 1116.71
06/26/84, 1122.78, 1133.60, 1116.82, 1122.78
06/25/84, 1130.51, 1140.67, 1124.00, 1130.51
06/22/84, 1131.07, 1139.02, 1118.92, 1131.07
06/21/84, 1127.20, 1143.43, 1115.17, 1127.20
06/20/84, 1131.62, 1135.15, 1097.72, 1131.62
06/19/84, 1115.83, 1123.12, 1105.78, 1115.83
06/18/84, 1109.64, 1114.28, 1079.39, 1109.64
06/15/84, 1086.90, 1106.33, 1083.58, 1086.90
06/14/84, 1097.61, 1113.95, 1089.10, 1097.61
06/13/84, 1110.53, 1120.91, 1104.01, 1110.53
06/12/84, 1110.53, 1119.91, 1101.91, 1110.53
06/11/84, 1115.61, 1130.85, 1112.62, 1115.61
06/08/84, 1131.24, 1137.82, 1123.81, 1131.24
06/07/84, 1132.43, 1139.11, 1125.10, 1132.43
06/06/84, 1133.83, 1138.25, 1117.88, 1133.83
06/05/84, 1124.89, 1133.61, 1117.13, 1124.89
06/04/84, 1131.57, 1143.53, 1124.78, 1131.57
06/01/84, 1124.35, 1127.26, 1106.03, 1124.35
05/31/84, 1104.84, 1113.89, 1095.14, 1104.84
05/30/84, 1102.58, 1116.59, 1083.18, 1102.58
05/29/84, 1101.23, 1113.79, 1093.80, 1101.23
05/25/84, 1107.09, 1114.32, 1096.86, 1107.09
05/24/84, 1103.43, 1117.14, 1096.31, 1103.43
05/23/84, 1113.79, 1125.62, 1109.19, 1113.79
05/22/84, 1116.62, 1126.98, 1105.83, 1116.62
05/21/84, 1125.31, 1139.13, 1121.23, 1125.31
05/18/84, 1133.79, 1147.82, 1125.51, 1133.79
05/17/84, 1142.27, 1154.10, 1134.83, 1142.27
05/16/84, 1153.16, 1159.85, 1146.87, 1153.16
05/15/84, 1150.85, 1160.80, 1143.00, 1150.85
05/14/84, 1151.06, 1160.48, 1141.95, 1151.06
05/11/84, 1157.13, 1168.23, 1145.30, 1157.13
05/10/84, 1167.18, 1176.60, 1158.70, 1167.18
05/09/84, 1165.51, 1182.47, 1157.45, 1165.51
05/08/84, 1176.29, 1181.11, 1159.96, 1176.29
05/07/84, 1166.55, 1170.95, 1157.67, 1166.55
05/04/84, 1165.30, 1185.40, 1158.91, 1165.30
05/03/84, 1181.53, 1192.73, 1174.08, 1181.53
05/02/84, 1186.55, 1194.40, 1174.09, 1186.55
05/01/84, 1182.99, 1188.85, 1167.18, 1182.99
04/30/84, 1170.74, 1177.44, 1159.44, 1170.74
04/27/84, 1169.07, 1180.48, 1163.31, 1169.07
04/26/84, 1175.25, 1182.05, 1162.79, 1175.25
04/25/84, 1163.52, 1170.32, 1153.68, 1163.52
04/24/84, 1162.89, 1170.53, 1144.36, 1162.89
04/23/84, 1149.49, 1164.78, 1146.03, 1149.49
04/19/84, 1158.07, 1162.79, 1145.41, 1158.07
04/18/84, 1156.50, 1167.71, 1151.06, 1156.50
04/17/84, 1164.57, 1173.99, 1156.82, 1164.57
04/16/84, 1160.38, 1162.89, 1139.55, 1160.38
04/13/84, 1150.12, 1169.28, 1144.57, 1150.12
04/12/84, 1157.13, 1159.54, 1121.01, 1157.13
04/11/84, 1130.96, 1145.09, 1127.19, 1130.96
04/10/84, 1138.29, 1147.92, 1131.28, 1138.29
04/09/84, 1133.89, 1141.85, 1123.63, 1133.89
04/06/84, 1132.22, 1138.18, 1117.25, 1132.22
04/05/84, 1130.54, 1157.87, 1128.34, 1130.54
04/04/84, 1148.55, 1156.82, 1141.01, 1148.55
04/03/84, 1148.76, 1159.12, 1140.38, 1148.76
04/02/84, 1153.16, 1175.35, 1145.93, 1153.16
03/30/84, 1164.88, 1173.67, 1157.87, 1164.88
03/29/84, 1170.74, 1184.25, 1165.51, 1170.74
03/28/84, 1174.62, 1176.60, 1151.79, 1174.62
03/27/84, 1154.31, 1162.26, 1145.62, 1154.31
03/26/84, 1152.94, 1161.95, 1146.25, 1152.94
03/23/84, 1154.83, 1161.53, 1145.30, 1154.83
03/22/84, 1155.88, 1170.95, 1150.75, 1155.88
03/21/84, 1170.85, 1181.94, 1165.61, 1170.85
03/20/84, 1175.77, 1184.14, 1166.24, 1175.77
03/19/84, 1171.37, 1179.01, 1163.00, 1171.37
03/16/84, 1184.35, 1197.23, 1176.19, 1184.35
03/15/84, 1167.39, 1177.23, 1159.23, 1167.39
03/14/84, 1166.03, 1173.67, 1155.67, 1166.03
03/13/84, 1164.78, 1176.50, 1156.08, 1164.78
03/12/84, 1155.35, 1160.80, 1136.51, 1155.35
03/09/84, 1139.75, 1149.39, 1132.53, 1139.75
03/08/84, 1147.08, 1155.46, 1136.09, 1147.08
03/07/84, 1143.63, 1153.26, 1131.69, 1143.63
03/06/84, 1152.53, 1171.58, 1148.23, 1152.53
03/05/84, 1165.19, 1174.30, 1158.50, 1165.19
03/02/84, 1171.48, 1181.00, 1163.21, 1171.48
03/01/84, 1159.44, 1166.45, 1146.25, 1159.44
02/29/84, 1154.62, 1171.37, 1146.46, 1154.62
02/28/84, 1157.13, 1177.44, 1150.33, 1157.13
02/27/84, 1179.96, 1186.66, 1156.40, 1179.96
02/24/84, 1165.09, 1167.08, 1137.03, 1165.09
02/23/84, 1134.62, 1142.37, 1114.94, 1134.62
02/22/84, 1134.21, 1145.83, 1128.66, 1134.21
02/21/84, 1139.33, 1153.78, 1134.00, 1139.33
02/17/84, 1148.86, 1164.36, 1141.22, 1148.86
02/16/84, 1154.93, 1164.98, 1143.73, 1154.93
02/15/84, 1158.70, 1175.66, 1154.31, 1158.70
02/14/84, 1163.83, 1170.53, 1147.08, 1163.83
02/13/84, 1150.12, 1164.04, 1139.96, 1150.12
02/10/84, 1160.69, 1168.55, 1149.91, 1160.69
02/09/84, 1152.74, 1167.29, 1139.02, 1152.74
02/08/84, 1156.30, 1188.75, 1151.27, 1156.30
02/07/84, 1180.48, 1187.28, 1161.11, 1180.48
02/06/84, 1174.30, 1193.15, 1167.92, 1174.30
02/03/84, 1197.02, 1226.54, 1192.00, 1197.02
02/02/84, 1213.87, 1223.92, 1198.49, 1213.87
02/01/84, 1212.31, 1226.33, 1203.20, 1212.31
01/31/84, 1220.57, 1231.67, 1209.58, 1220.57
01/30/84, 1221.52, 1239.63, 1212.41, 1221.52
01/27/84, 1230.00, 1238.69, 1218.90, 1230.00
01/26/84, 1229.68, 1242.56, 1222.77, 1229.68
01/25/84, 1231.88, 1255.44, 1227.38, 1231.88
01/24/84, 1242.87, 1251.57, 1234.60, 1242.87
01/23/84, 1244.44, 1259.42, 1240.05, 1244.44
01/20/84, 1259.10, 1270.93, 1252.19, 1259.10
01/19/84, 1266.01, 1276.17, 1259.31, 1266.01
01/18/84, 1269.36, 1280.35, 1261.93, 1269.36
01/17/84, 1271.46, 1275.75, 1260.88, 1271.46
01/16/84, 1267.58, 1275.96, 1259.52, 1267.58
01/13/84, 1270.09, 1289.57, 1262.98, 1270.09
01/12/84, 1279.31, 1287.89, 1271.77, 1279.31
01/11/84, 1277.32, 1284.12, 1267.58, 1277.32
01/10/84, 1278.47, 1295.43, 1273.97, 1278.47
01/09/84, 1286.22, 1295.32, 1275.85, 1286.22
01/06/84, 1286.64, 1293.65, 1271.77, 1286.64
01/05/84, 1282.24, 1290.72, 1268.73, 1282.24
01/04/84, 1269.05, 1271.35, 1246.54, 1269.05
01/03/84, 1252.74, 1264.12, 1247.45, 1252.74
12/30/83, 1258.63, 1265.24, 1253.14, 1258.63
12/29/83, 1260.16, 1273.87, 1256.29, 1260.16
12/28/83, 1263.21, 1268.89, 1254.16, 1263.21
12/27/83, 1263.71, 1267.27, 1249.79, 1263.71
