,Date,MT Close, Open, High, Low,WSJ Close,Open,High,Low,Yahoo Close,Volume,Close
16348,1973-05-30,908.87,908.87,908.87,908.87,908.87,,,,,,908.87
16349,1973-05-31,901.41,901.41,901.41,901.41,901.41,,,,,,901.41
16350,1973-06-01,893.96,893.96,893.96,893.96,893.96,,,,,,893.96
16351,1973-06-04,885.91,885.91,885.91,885.91,885.91,,,,,,885.91
16352,1973-06-05,900.81,900.81,900.81,900.81,900.81,,,,,,900.81
16353,1973-06-06,898.18,898.18,898.18,898.18,898.18,,,,,,898.18
16354,1973-06-07,909.62,909.62,909.62,909.62,909.62,,,,,,909.62
16355,1973-06-08,920.0,920.0,920.0,920.0,920.0,,,,,,920.0
16356,1973-06-11,915.11,915.11,915.11,915.11,915.11,,,,,,915.11
16357,1973-06-12,927.0,927.0,927.0,927.0,927.0,,,,,,927.0
16358,1973-06-13,915.49,915.49,915.49,915.49,915.49,,,,,,915.49
16359,1973-06-14,902.92,902.92,902.92,902.92,902.92,,,,,,902.92
16360,1973-06-15,888.55,888.55,888.55,888.55,888.55,,,,,,888.55
16361,1973-06-18,875.08,875.08,875.08,875.08,875.08,,,,,,875.08
16362,1973-06-19,881.55,881.55,881.55,881.55,881.55,,,,,,881.55
16363,1973-06-20,884.71,884.71,884.71,884.71,884.71,,,,,,884.71
16364,1973-06-21,873.65,873.65,873.65,873.65,873.65,,,,,,873.65
16365,1973-06-22,879.82,879.82,879.82,879.82,879.82,,,,,,879.82
16366,1973-06-25,869.13,869.13,869.13,869.13,869.13,,,,,,869.13
16367,1973-06-26,879.44,879.44,879.44,879.44,879.44,,,,,,879.44
16368,1973-06-27,884.63,884.63,884.63,884.63,884.63,,,,,,884.63
16369,1973-06-28,894.64,894.64,894.64,894.64,894.64,,,,,,894.64
16370,1973-06-29,891.71,891.71,891.71,891.71,891.71,,,,,,891.71
16371,1973-07-02,880.57,880.57,880.57,880.57,880.57,,,,,,880.57
16372,1973-07-03,874.17,874.17,874.17,874.17,874.17,,,,,,874.17
16373,1973-07-05,874.32,874.32,874.32,874.32,874.32,,,,,,874.32
16374,1973-07-06,870.11,870.11,870.11,870.11,870.11,,,,,,870.11
16375,1973-07-09,877.26,877.26,877.26,877.26,877.26,,,,,,877.26
16376,1973-07-10,888.32,888.32,888.32,888.32,888.32,,,,,,888.32
16377,1973-07-11,908.19,908.19,908.19,908.19,908.19,,,,,,908.19
16378,1973-07-12,901.94,901.94,901.94,901.94,901.94,,,,,,901.94
16379,1973-07-13,885.99,885.99,885.99,885.99,885.99,,,,,,885.99
16380,1973-07-16,897.58,897.58,897.58,897.58,897.58,,,,,,897.58
16381,1973-07-17,898.03,898.03,898.03,898.03,898.03,,,,,,898.03
16382,1973-07-18,905.4,905.4,905.4,905.4,905.4,,,,,,905.4
16383,1973-07-19,906.68,906.68,906.68,906.68,906.68,,,,,,906.68
16384,1973-07-20,910.9,910.9,910.9,910.9,910.9,,,,,,910.9
16385,1973-07-23,913.15,913.15,913.15,913.15,913.15,,,,,,913.15
16386,1973-07-24,918.72,918.72,918.72,918.72,918.72,,,,,,918.72
16387,1973-07-25,933.02,933.02,933.02,933.02,933.02,,,,,,933.02
16388,1973-07-26,934.53,934.53,934.53,934.53,934.53,,,,,,934.53
16389,1973-07-27,936.71,936.71,936.71,936.71,936.71,,,,,,936.71
16390,1973-07-30,933.77,933.77,933.77,933.77,933.77,,,,,,933.77
16391,1973-07-31,926.4,926.4,926.4,926.4,926.4,,,,,,926.4
16392,1973-08-01,912.18,912.18,912.18,912.18,912.18,,,,,,912.18
16393,1973-08-02,910.14,910.14,910.14,910.14,910.14,,,,,,910.14
16394,1973-08-03,908.87,908.87,908.87,908.87,908.87,,,,,,908.87
16395,1973-08-06,912.78,912.78,912.78,912.78,912.78,,,,,,912.78
16396,1973-08-07,911.95,911.95,911.95,911.95,911.95,,,,,,911.95
16397,1973-08-08,902.02,902.02,902.02,902.02,902.02,,,,,,902.02
16398,1973-08-09,901.49,901.49,901.49,901.49,901.49,,,,,,901.49
16399,1973-08-10,892.38,892.38,892.38,892.38,892.38,,,,,,892.38
16400,1973-08-13,883.2,883.2,883.2,883.2,883.2,,,,,,883.2
16401,1973-08-14,870.71,870.71,870.71,870.71,870.71,,,,,,870.71
16402,1973-08-15,874.17,874.17,874.17,874.17,874.17,,,,,,874.17
16403,1973-08-16,872.74,872.74,872.74,872.74,872.74,,,,,,872.74
16404,1973-08-17,871.84,871.84,871.84,871.84,871.84,,,,,,871.84
16405,1973-08-20,867.4,867.4,867.4,867.4,867.4,,,,,,867.4
16406,1973-08-21,857.84,857.84,857.84,857.84,857.84,,,,,,857.84
16407,1973-08-22,851.9,851.9,851.9,851.9,851.9,,,,,,851.9
16408,1973-08-23,864.46,864.46,864.46,864.46,864.46,,,,,,864.46
16409,1973-08-24,863.49,863.49,863.49,863.49,863.49,,,,,,863.49
16410,1973-08-27,870.71,870.71,870.71,870.71,870.71,,,,,,870.71
16411,1973-08-28,872.07,872.07,872.07,872.07,872.07,,,,,,872.07
16412,1973-08-29,883.43,883.43,883.43,883.43,883.43,,,,,,883.43
16413,1973-08-30,882.53,882.53,882.53,882.53,882.53,,,,,,882.53
16414,1973-08-31,887.57,887.57,887.57,887.57,887.57,,,,,,887.57
16415,1973-09-04,895.39,895.39,895.39,895.39,895.39,,,,,,895.39
16416,1973-09-05,899.08,899.08,899.08,899.08,899.08,,,,,,899.08
16417,1973-09-06,901.04,901.04,901.04,901.04,901.04,,,,,,901.04
16418,1973-09-07,898.63,898.63,898.63,898.63,898.63,,,,,,898.63
16419,1973-09-10,891.33,891.33,891.33,891.33,891.33,,,,,,891.33
16420,1973-09-11,885.76,885.76,885.76,885.76,885.76,,,,,,885.76
16421,1973-09-12,881.32,881.32,881.32,881.32,881.32,,,,,,881.32
16422,1973-09-13,880.57,880.57,880.57,880.57,880.57,,,,,,880.57
16423,1973-09-14,886.36,886.36,886.36,886.36,886.36,,,,,,886.36
16424,1973-09-17,892.99,892.99,892.99,892.99,892.99,,,,,,892.99
16425,1973-09-18,891.26,891.26,891.26,891.26,891.26,,,,,,891.26
16426,1973-09-19,910.37,910.37,910.37,910.37,910.37,,,,,,910.37
16427,1973-09-20,920.53,920.53,920.53,920.53,920.53,,,,,,920.53
16428,1973-09-21,927.9,927.9,927.9,927.9,927.9,,,,,,927.9
16429,1973-09-24,936.71,936.71,936.71,936.71,936.71,,,,,,936.71
16430,1973-09-25,940.55,940.55,940.55,940.55,940.55,,,,,,940.55
16431,1973-09-26,949.5,949.5,949.5,949.5,949.5,,,,,,949.5
16432,1973-09-27,953.27,953.27,953.27,953.27,953.27,,,,,,953.27
16433,1973-09-28,947.1,947.1,947.1,947.1,947.1,,,,,,947.1
16434,1973-10-01,948.83,948.83,948.83,948.83,948.83,,,,,,948.83
16435,1973-10-02,956.8,956.8,956.8,956.8,956.8,,,,,,956.8
16436,1973-10-03,964.55,964.55,964.55,964.55,964.55,,,,,,964.55
16437,1973-10-04,955.9,955.9,955.9,955.9,955.9,,,,,,955.9
16438,1973-10-05,971.25,971.25,971.25,971.25,971.25,,,,,,971.25
16439,1973-10-08,977.65,977.65,977.65,977.65,977.65,,,,,,977.65
16440,1973-10-09,974.19,974.19,974.19,974.19,974.19,,,,,,974.19
16441,1973-10-10,960.57,960.57,960.57,960.57,960.57,,,,,,960.57
16442,1973-10-11,976.07,976.07,976.07,976.07,976.07,,,,,,976.07
16443,1973-10-12,978.63,978.63,978.63,978.63,978.63,,,,,,978.63
16444,1973-10-15,967.04,967.04,967.04,967.04,967.04,,,,,,967.04
16445,1973-10-16,967.41,967.41,967.41,967.41,967.41,,,,,,967.41
16446,1973-10-17,962.52,962.52,962.52,962.52,962.52,,,,,,962.52
16447,1973-10-18,959.74,959.74,959.74,959.74,959.74,,,,,,959.74
16448,1973-10-19,963.73,963.73,963.73,963.73,963.73,,,,,,963.73
16449,1973-10-22,960.57,960.57,960.57,960.57,960.57,,,,,,960.57
16450,1973-10-23,966.51,966.51,966.51,966.51,966.51,,,,,,966.51
16451,1973-10-24,971.85,971.85,971.85,971.85,971.85,,,,,,971.85
16452,1973-10-25,974.49,974.49,974.49,974.49,974.49,,,,,,974.49
16453,1973-10-26,987.06,987.06,987.06,987.06,987.06,,,,,,987.06
16454,1973-10-29,984.8,984.8,984.8,984.8,984.8,,,,,,984.8
16455,1973-10-30,968.54,968.54,968.54,968.54,968.54,,,,,,968.54
16456,1973-10-31,956.58,956.58,956.58,956.58,956.58,,,,,,956.58
16457,1973-11-01,948.83,948.83,948.83,948.83,948.83,,,,,,948.83
16458,1973-11-02,935.28,935.28,935.28,935.28,935.28,,,,,,935.28
16459,1973-11-05,919.4,919.4,919.4,919.4,919.4,,,,,,919.4
16460,1973-11-06,913.08,913.08,913.08,913.08,913.08,,,,,,913.08
16461,1973-11-07,920.08,920.08,920.08,920.08,920.08,,,,,,920.08
16462,1973-11-08,932.65,932.65,932.65,932.65,932.65,,,,,,932.65
16463,1973-11-09,908.41,908.41,908.41,908.41,908.41,,,,,,908.41
16464,1973-11-12,897.65,897.65,897.65,897.65,897.65,,,,,,897.65
16465,1973-11-13,891.03,891.03,891.03,891.03,891.03,,,,,,891.03
16466,1973-11-14,869.88,869.88,869.88,869.88,869.88,,,,,,869.88
16467,1973-11-15,874.55,874.55,874.55,874.55,874.55,,,,,,874.55
16468,1973-11-16,891.33,891.33,891.33,891.33,891.33,,,,,,891.33
16469,1973-11-19,862.66,862.66,862.66,862.66,862.66,,,,,,862.66
16470,1973-11-20,844.9,844.9,844.9,844.9,844.9,,,,,,844.9
16471,1973-11-21,854.98,854.98,854.98,854.98,854.98,,,,,,854.98
16472,1973-11-23,854.0,854.0,854.0,854.0,854.0,,,,,,854.0
16473,1973-11-26,824.95,824.95,824.95,824.95,824.95,,,,,,824.95
16474,1973-11-27,817.73,817.73,817.73,817.73,817.73,,,,,,817.73
16475,1973-11-28,839.78,839.78,839.78,839.78,839.78,,,,,,839.78
16476,1973-11-29,835.11,835.11,835.11,835.11,835.11,,,,,,835.11
16477,1973-11-30,822.25,822.25,822.25,822.25,822.25,,,,,,822.25
16478,1973-12-03,806.52,806.52,806.52,806.52,806.52,,,,,,806.52
16479,1973-12-04,803.21,803.21,803.21,803.21,803.21,,,,,,803.21
16480,1973-12-05,788.31,788.31,788.31,788.31,788.31,,,,,,788.31
16481,1973-12-06,814.12,814.12,814.12,814.12,814.12,,,,,,814.12
16482,1973-12-07,838.05,838.05,838.05,838.05,838.05,,,,,,838.05
16483,1973-12-10,851.14,851.14,851.14,851.14,851.14,,,,,,851.14
16484,1973-12-11,834.18,834.18,834.18,834.18,834.18,,,,,,834.18
16485,1973-12-12,810.73,810.73,810.73,810.73,810.73,,,,,,810.73
16486,1973-12-13,800.43,800.43,800.43,800.43,800.43,,,,,,800.43
16487,1973-12-14,815.65,815.65,815.65,815.65,815.65,,,,,,815.65
16488,1973-12-17,811.12,811.12,811.12,811.12,811.12,,,,,,811.12
16489,1973-12-18,829.49,829.49,829.49,829.49,829.49,,,,,,829.49
16490,1973-12-19,829.57,829.57,829.57,829.57,829.57,,,,,,829.57
16491,1973-12-20,828.11,828.11,828.11,828.11,828.11,,,,,,828.11
16492,1973-12-21,818.73,818.73,818.73,818.73,818.73,,,,,,818.73
16493,1973-12-24,814.81,814.81,814.81,814.81,814.81,,,,,,814.81
16494,1973-12-26,837.56,837.56,837.56,837.56,837.56,,,,,,837.56
16495,1973-12-27,851.01,851.01,851.01,851.01,851.01,,,,,,851.01
16496,1973-12-28,848.02,848.02,848.02,848.02,848.02,,,,,,848.02
16497,1973-12-31,850.86,850.86,850.86,850.86,850.86,,,,,,850.86
16498,1974-01-02,855.32,855.32,855.32,855.32,855.32,,,,,,855.32
16499,1974-01-03,880.69,880.69,880.69,880.69,880.69,,,,,,880.69
16500,1974-01-04,880.23,880.23,880.23,880.23,880.23,,,,,,880.23
16501,1974-01-07,876.85,876.85,876.85,876.85,876.85,,,,,,876.85
16502,1974-01-08,861.78,861.78,861.78,861.78,861.78,,,,,,861.78
16503,1974-01-09,834.79,834.79,834.79,834.79,834.79,,,,,,834.79
16504,1974-01-10,823.11,823.11,823.11,823.11,823.11,,,,,,823.11
16505,1974-01-11,841.48,841.48,841.48,841.48,841.48,,,,,,841.48
16506,1974-01-14,840.18,840.18,840.18,840.18,840.18,,,,,,840.18
16507,1974-01-15,846.4,846.4,846.4,846.4,846.4,,,,,,846.4
16508,1974-01-16,856.09,856.09,856.09,856.09,856.09,,,,,,856.09
16509,1974-01-17,872.16,872.16,872.16,872.16,872.16,,,,,,872.16
16510,1974-01-18,855.47,855.47,855.47,855.47,855.47,,,,,,855.47
16511,1974-01-21,854.63,854.63,854.63,854.63,854.63,,,,,,854.63
16512,1974-01-22,863.47,863.47,863.47,863.47,863.47,,,,,,863.47
16513,1974-01-23,871.0,871.0,871.0,871.0,871.0,,,,,,871.0
16514,1974-01-24,863.08,863.08,863.08,863.08,863.08,,,,,,863.08
16515,1974-01-25,859.39,859.39,859.39,859.39,859.39,,,,,,859.39
16516,1974-01-28,853.01,853.01,853.01,853.01,853.01,,,,,,853.01
16517,1974-01-29,852.32,852.32,852.32,852.32,852.32,,,,,,852.32
16518,1974-01-30,862.32,862.32,862.32,862.32,862.32,,,,,,862.32
16519,1974-01-31,855.55,855.55,855.55,855.55,855.55,,,,,,855.55
16520,1974-02-01,843.94,843.94,843.94,843.94,843.94,,,,,,843.94
16521,1974-02-04,821.5,821.5,821.5,821.5,821.5,,,,,,821.5
16522,1974-02-05,820.64,820.64,820.64,820.64,820.64,,,,,,820.64
16523,1974-02-06,824.62,824.62,824.62,824.62,824.62,,,,,,824.62
16524,1974-02-07,828.46,828.46,828.46,828.46,828.46,,,,,,828.46
16525,1974-02-08,820.4,820.4,820.4,820.4,820.4,,,,,,820.4
16526,1974-02-11,803.9,803.9,803.9,803.9,803.9,,,,,,803.9
16527,1974-02-12,806.63,806.63,806.63,806.63,806.63,,,,,,806.63
16528,1974-02-13,806.87,806.87,806.87,806.87,806.87,,,,,,806.87
16529,1974-02-14,809.92,809.92,809.92,809.92,809.92,,,,,,809.92
16530,1974-02-15,820.32,820.32,820.32,820.32,820.32,,,,,,820.32
16531,1974-02-19,819.54,819.54,819.54,819.54,819.54,,,,,,819.54
16532,1974-02-20,831.04,831.04,831.04,831.04,831.04,,,,,,831.04
16533,1974-02-21,846.84,846.84,846.84,846.84,846.84,,,,,,846.84
16534,1974-02-22,855.99,855.99,855.99,855.99,855.99,,,,,,855.99
16535,1974-02-25,851.38,851.38,851.38,851.38,851.38,,,,,,851.38
16536,1974-02-26,859.51,859.51,859.51,859.51,859.51,,,,,,859.51
16537,1974-02-27,863.42,863.42,863.42,863.42,863.42,,,,,,863.42
16538,1974-02-28,860.53,860.53,860.53,860.53,860.53,,,,,,860.53
16539,1974-03-01,851.92,851.92,851.92,851.92,851.92,,,,,,851.92
16540,1974-03-04,853.18,853.18,853.18,853.18,853.18,,,,,,853.18
16541,1974-03-05,872.42,872.42,872.42,872.42,872.42,,,,,,872.42
16542,1974-03-06,879.85,879.85,879.85,879.85,879.85,,,,,,879.85
16543,1974-03-07,869.06,869.06,869.06,869.06,869.06,,,,,,869.06
16544,1974-03-08,878.05,878.05,878.05,878.05,878.05,,,,,,878.05
16545,1974-03-11,888.45,888.45,888.45,888.45,888.45,,,,,,888.45
16546,1974-03-12,887.12,887.12,887.12,887.12,887.12,,,,,,887.12
16547,1974-03-13,891.66,891.66,891.66,891.66,891.66,,,,,,891.66
16548,1974-03-14,889.78,889.78,889.78,889.78,889.78,,,,,,889.78
16549,1974-03-15,887.83,887.83,887.83,887.83,887.83,,,,,,887.83
16550,1974-03-18,874.22,874.22,874.22,874.22,874.22,,,,,,874.22
16551,1974-03-19,867.57,867.57,867.57,867.57,867.57,,,,,,867.57
16552,1974-03-20,872.34,872.34,872.34,872.34,872.34,,,,,,872.34
16553,1974-03-21,875.47,875.47,875.47,875.47,875.47,,,,,,875.47
16554,1974-03-22,878.13,878.13,878.13,878.13,878.13,,,,,,878.13
16555,1974-03-25,881.02,881.02,881.02,881.02,881.02,,,,,,881.02
16556,1974-03-26,883.68,883.68,883.68,883.68,883.68,,,,,,883.68
16557,1974-03-27,871.17,871.17,871.17,871.17,871.17,,,,,,871.17
16558,1974-03-28,854.35,854.35,854.35,854.35,854.35,,,,,,854.35
16559,1974-03-29,846.68,846.68,846.68,846.68,846.68,,,,,,846.68
16560,1974-04-01,843.48,843.48,843.48,843.48,843.48,,,,,,843.48
16561,1974-04-02,846.61,846.61,846.61,846.61,846.61,,,,,,846.61
16562,1974-04-03,858.03,858.03,858.03,858.03,858.03,,,,,,858.03
16563,1974-04-04,858.89,858.89,858.89,858.89,858.89,,,,,,858.89
16564,1974-04-05,847.54,847.54,847.54,847.54,847.54,,,,,,847.54
16565,1974-04-08,839.96,839.96,839.96,839.96,839.96,,,,,,839.96
16566,1974-04-09,846.84,846.84,846.84,846.84,846.84,,,,,,846.84
16567,1974-04-10,843.71,843.71,843.71,843.71,843.71,,,,,,843.71
16568,1974-04-11,844.81,844.81,844.81,844.81,844.81,,,,,,844.81
16569,1974-04-15,843.79,843.79,843.79,843.79,843.79,,,,,,843.79
16570,1974-04-16,861.23,861.23,861.23,861.23,861.23,,,,,,861.23
16571,1974-04-17,867.41,867.41,867.41,867.41,867.41,,,,,,867.41
16572,1974-04-18,869.92,869.92,869.92,869.92,869.92,,,,,,869.92
16573,1974-04-19,859.9,859.9,859.9,859.9,859.9,,,,,,859.9
16574,1974-04-22,858.57,858.57,858.57,858.57,858.57,,,,,,858.57
16575,1974-04-23,845.98,845.98,845.98,845.98,845.98,,,,,,845.98
16576,1974-04-24,832.37,832.37,832.37,832.37,832.37,,,,,,832.37
16577,1974-04-25,827.68,827.68,827.68,827.68,827.68,,,,,,827.68
16578,1974-04-26,834.64,834.64,834.64,834.64,834.64,,,,,,834.64
16579,1974-04-29,835.42,835.42,835.42,835.42,835.42,,,,,,835.42
16580,1974-04-30,836.75,836.75,836.75,836.75,836.75,,,,,,836.75
16581,1974-05-01,853.88,853.88,853.88,853.88,853.88,,,,,,853.88
16582,1974-05-02,851.06,851.06,851.06,851.06,851.06,,,,,,851.06
16583,1974-05-03,845.9,845.9,845.9,845.9,845.9,,,,,,845.9
16584,1974-05-06,844.88,844.88,844.88,844.88,844.88,,,,,,844.88
16585,1974-05-07,847.15,847.15,847.15,847.15,847.15,,,,,,847.15
16586,1974-05-08,850.99,850.99,850.99,850.99,850.99,,,,,,850.99
16587,1974-05-09,865.77,865.77,865.77,865.77,865.77,,,,,,865.77
16588,1974-05-10,850.44,850.44,850.44,850.44,850.44,,,,,,850.44
16589,1974-05-13,845.59,845.59,845.59,845.59,845.59,,,,,,845.59
16590,1974-05-14,847.86,847.86,847.86,847.86,847.86,,,,,,847.86
16591,1974-05-15,846.06,846.06,846.06,846.06,846.06,,,,,,846.06
16592,1974-05-16,835.34,835.34,835.34,835.34,835.34,,,,,,835.34
16593,1974-05-17,818.84,818.84,818.84,818.84,818.84,,,,,,818.84
16594,1974-05-20,812.42,812.42,812.42,812.42,812.42,,,,,,812.42
16595,1974-05-21,809.53,809.53,809.53,809.53,809.53,,,,,,809.53
16596,1974-05-22,802.57,802.57,802.57,802.57,802.57,,,,,,802.57
16597,1974-05-23,805.23,805.23,805.23,805.23,805.23,,,,,,805.23
16598,1974-05-24,816.65,816.65,816.65,816.65,816.65,,,,,,816.65
16599,1974-05-28,814.3,814.3,814.3,814.3,814.3,,,,,,814.3
16600,1974-05-29,795.37,795.37,795.37,795.37,795.37,,,,,,795.37
16601,1974-05-30,803.58,803.58,803.58,803.58,803.58,,,,,,803.58
16602,1974-05-31,802.17,802.17,802.17,802.17,802.17,,,,,,802.17
16603,1974-06-03,821.26,821.26,821.26,821.26,821.26,,,,,,821.26
16604,1974-06-04,828.69,828.69,828.69,828.69,828.69,,,,,,828.69
16605,1974-06-05,830.18,830.18,830.18,830.18,830.18,,,,,,830.18
16606,1974-06-06,845.35,845.35,845.35,845.35,845.35,,,,,,845.35
16607,1974-06-07,853.72,853.72,853.72,853.72,853.72,,,,,,853.72
16608,1974-06-10,859.67,859.67,859.67,859.67,859.67,,,,,,859.67
16609,1974-06-11,852.08,852.08,852.08,852.08,852.08,,,,,,852.08
16610,1974-06-12,848.56,848.56,848.56,848.56,848.56,,,,,,848.56
16611,1974-06-13,852.08,852.08,852.08,852.08,852.08,,,,,,852.08
16612,1974-06-14,843.09,843.09,843.09,843.09,843.09,,,,,,843.09
16613,1974-06-17,833.23,833.23,833.23,833.23,833.23,,,,,,833.23
16614,1974-06-18,830.26,830.26,830.26,830.26,830.26,,,,,,830.26
16615,1974-06-19,826.11,826.11,826.11,826.11,826.11,,,,,,826.11
16616,1974-06-20,820.79,820.79,820.79,820.79,820.79,,,,,,820.79
16617,1974-06-21,815.39,815.39,815.39,815.39,815.39,,,,,,815.39
16618,1974-06-24,816.33,816.33,816.33,816.33,816.33,,,,,,816.33
16619,1974-06-25,828.85,828.85,828.85,828.85,828.85,,,,,,828.85
16620,1974-06-26,816.96,816.96,816.96,816.96,816.96,,,,,,816.96
16621,1974-06-27,803.66,803.66,803.66,803.66,803.66,,,,,,803.66
16622,1974-06-28,802.41,802.41,802.41,802.41,802.41,,,,,,802.41
16623,1974-07-01,806.24,806.24,806.24,806.24,806.24,,,,,,806.24
16624,1974-07-02,790.68,790.68,790.68,790.68,790.68,,,,,,790.68
16625,1974-07-03,792.87,792.87,792.87,792.87,792.87,,,,,,792.87
16626,1974-07-05,791.77,791.77,791.77,791.77,791.77,,,,,,791.77
16627,1974-07-08,770.57,770.57,770.57,770.57,770.57,,,,,,770.57
16628,1974-07-09,772.29,772.29,772.29,772.29,772.29,,,,,,772.29
16629,1974-07-10,762.12,762.12,762.12,762.12,762.12,,,,,,762.12
16630,1974-07-11,759.62,759.62,759.62,759.62,759.62,,,,,,759.62
16631,1974-07-12,787.23,787.23,787.23,787.23,787.23,,,,,,787.23
16632,1974-07-15,786.61,786.61,786.61,786.61,786.61,,,,,,786.61
16633,1974-07-16,775.97,775.97,775.97,775.97,775.97,,,,,,775.97
16634,1974-07-17,784.97,784.97,784.97,784.97,784.97,,,,,,784.97
16635,1974-07-18,789.19,789.19,789.19,789.19,789.19,,,,,,789.19
16636,1974-07-19,787.94,787.94,787.94,787.94,787.94,,,,,,787.94
16637,1974-07-22,790.36,790.36,790.36,790.36,790.36,,,,,,790.36
16638,1974-07-23,797.72,797.72,797.72,797.72,797.72,,,,,,797.72
16639,1974-07-24,805.77,805.77,805.77,805.77,805.77,,,,,,805.77
16640,1974-07-25,795.68,795.68,795.68,795.68,795.68,,,,,,795.68
16641,1974-07-26,784.57,784.57,784.57,784.57,784.57,,,,,,784.57
16642,1974-07-29,770.89,770.89,770.89,770.89,770.89,,,,,,770.89
16643,1974-07-30,765.57,765.57,765.57,765.57,765.57,,,,,,765.57
16644,1974-07-31,757.43,757.43,757.43,757.43,757.43,,,,,,757.43
16645,1974-08-01,751.1,751.1,751.1,751.1,751.1,,,,,,751.1
16646,1974-08-02,752.58,752.58,752.58,752.58,752.58,,,,,,752.58
16647,1974-08-05,760.4,760.4,760.4,760.4,760.4,,,,,,760.4
16648,1974-08-06,773.78,773.78,773.78,773.78,773.78,,,,,,773.78
16649,1974-08-07,797.56,797.56,797.56,797.56,797.56,,,,,,797.56
16650,1974-08-08,784.89,784.89,784.89,784.89,784.89,,,,,,784.89
16651,1974-08-09,777.3,777.3,777.3,777.3,777.3,,,,,,777.3
16652,1974-08-12,767.29,767.29,767.29,767.29,767.29,,,,,,767.29
16653,1974-08-13,756.44,756.44,756.44,756.44,756.44,,,,,,756.44
16654,1974-08-14,740.54,740.54,740.54,740.54,740.54,,,,,,740.54
16655,1974-08-15,737.88,737.88,737.88,737.88,737.88,,,,,,737.88
16656,1974-08-16,731.54,731.54,731.54,731.54,731.54,,,,,,731.54
16657,1974-08-19,721.84,721.84,721.84,721.84,721.84,,,,,,721.84
16658,1974-08-20,726.85,726.85,726.85,726.85,726.85,,,,,,726.85
16659,1974-08-21,711.59,711.59,711.59,711.59,711.59,,,,,,711.59
16660,1974-08-22,704.63,704.63,704.63,704.63,704.63,,,,,,704.63
16661,1974-08-23,686.8,686.8,686.8,686.8,686.8,,,,,,686.8
16662,1974-08-26,688.13,688.13,688.13,688.13,688.13,,,,,,688.13
16663,1974-08-27,671.54,671.54,671.54,671.54,671.54,,,,,,671.54
16664,1974-08-28,666.61,666.61,666.61,666.61,666.61,,,,,,666.61
16665,1974-08-29,656.84,656.84,656.84,656.84,656.84,,,,,,656.84
16666,1974-08-30,678.58,678.58,678.58,678.58,678.58,,,,,,678.58
16667,1974-09-03,663.33,663.33,663.33,663.33,663.33,,,,,,663.33
16668,1974-09-04,648.0,648.0,648.0,648.0,648.0,,,,,,648.0
16669,1974-09-05,670.76,670.76,670.76,670.76,670.76,,,,,,670.76
16670,1974-09-06,677.88,677.88,677.88,677.88,677.88,,,,,,677.88
16671,1974-09-09,662.94,662.94,662.94,662.94,662.94,,,,,,662.94
16672,1974-09-10,658.17,658.17,658.17,658.17,658.17,,,,,,658.17
16673,1974-09-11,654.72,654.72,654.72,654.72,654.72,,,,,,654.72
16674,1974-09-12,641.74,641.74,641.74,641.74,641.74,,,,,,641.74
16675,1974-09-13,627.19,627.19,627.19,627.19,627.19,,,,,,627.19
16676,1974-09-16,639.79,639.79,639.79,639.79,639.79,,,,,,639.79
16677,1974-09-17,648.78,648.78,648.78,648.78,648.78,,,,,,648.78
16678,1974-09-18,651.91,651.91,651.91,651.91,651.91,,,,,,651.91
16679,1974-09-19,674.05,674.05,674.05,674.05,674.05,,,,,,674.05
16680,1974-09-20,670.76,670.76,670.76,670.76,670.76,,,,,,670.76
16681,1974-09-23,663.72,663.72,663.72,663.72,663.72,,,,,,663.72
16682,1974-09-24,654.1,654.1,654.1,654.1,654.1,,,,,,654.1
16683,1974-09-25,649.95,649.95,649.95,649.95,649.95,,,,,,649.95
16684,1974-09-26,637.98,637.98,637.98,637.98,637.98,,,,,,637.98
16685,1974-09-27,621.95,621.95,621.95,621.95,621.95,,,,,,621.95
16686,1974-09-30,607.87,607.87,607.87,607.87,607.87,,,,,,607.87
16687,1974-10-01,604.82,604.82,604.82,604.82,604.82,,,,,,604.82
16688,1974-10-02,601.53,601.53,601.53,601.53,601.53,,,,,,601.53
16689,1974-10-03,587.61,587.61,587.61,587.61,587.61,,,,,,587.61
16690,1974-10-04,584.56,584.56,584.56,584.56,584.56,,,,,,584.56
16691,1974-10-07,607.56,607.56,607.56,607.56,607.56,,,,,,607.56
16692,1974-10-08,602.63,602.63,602.63,602.63,602.63,,,,,,602.63
16693,1974-10-09,631.02,631.02,631.02,631.02,631.02,,,,,,631.02
16694,1974-10-10,648.08,648.08,648.08,648.08,648.08,,,,,,648.08
16695,1974-10-11,658.17,658.17,658.17,658.17,658.17,,,,,,658.17
16696,1974-10-14,673.5,673.5,673.5,673.5,673.5,,,,,,673.5
16697,1974-10-15,658.4,658.4,658.4,658.4,658.4,,,,,,658.4
16698,1974-10-16,642.29,642.29,642.29,642.29,642.29,,,,,,642.29
16699,1974-10-17,651.44,651.44,651.44,651.44,651.44,,,,,,651.44
16700,1974-10-18,654.88,654.88,654.88,654.88,654.88,,,,,,654.88
16701,1974-10-21,669.82,669.82,669.82,669.82,669.82,,,,,,669.82
16702,1974-10-22,662.86,662.86,662.86,662.86,662.86,,,,,,662.86
16703,1974-10-23,645.03,645.03,645.03,645.03,645.03,,,,,,645.03
16704,1974-10-24,636.26,636.26,636.26,636.26,636.26,,,,,,636.26
