,Date,MT Close, Open, High, Low,WSJ Close,Open,High,Low,Yahoo Close,Volume,Close
104,1915-04-19,67.86,,,,,,,,,,67.86
105,1915-04-20,68.64,,,,,,,,,,68.64
106,1915-04-21,68.43,,,,,,,,,,68.43
107,1915-04-22,68.2,,,,,,,,,,68.2
108,1915-04-23,68.65,,,,,,,,,,68.65
109,1915-04-24,68.65,,,,,,,,,,68.65
110,1915-04-26,68.97,,,,,,,,,,68.97
111,1915-04-27,68.9,,,,,,,,,,68.9
112,1915-04-28,70.22,,,,,,,,,,70.22
113,1915-04-29,70.95,,,,,,,,,,70.95
114,1915-04-30,71.78,,,,,,,,,,71.78
115,1915-05-01,71.78,,,,,,,,,,71.78
116,1915-05-03,69.54,,,,,,,,,,69.54
117,1915-05-04,69.58,,,,,,,,,,69.58
118,1915-05-05,67.53,,,,,,,,,,67.53
119,1915-05-06,68.23,,,,,,,,,,68.23
120,1915-05-07,65.13,,,,,,,,,,65.13
121,1915-05-08,65.13,,,,,,,,,,65.13
122,1915-05-10,62.06,,,,,,,,,,62.06
123,1915-05-11,64.64,,,,,,,,,,64.64
124,1915-05-12,64.46,,,,,,,,,,64.46
125,1915-05-13,63.01,,,,,,,,,,63.01
126,1915-05-14,60.38,,,,,,,,,,60.38
127,1915-05-15,60.38,,,,,,,,,,60.38
128,1915-05-17,63.41,,,,,,,,,,63.41
129,1915-05-18,62.7,,,,,,,,,,62.7
130,1915-05-19,63.08,,,,,,,,,,63.08
131,1915-05-20,63.68,,,,,,,,,,63.68
132,1915-05-21,64.88,,,,,,,,,,64.88
133,1915-05-22,64.88,,,,,,,,,,64.88
134,1915-05-24,65.46,,,,,,,,,,65.46
135,1915-05-25,64.79,,,,,,,,,,64.79
136,1915-05-26,64.42,,,,,,,,,,64.42
137,1915-05-27,64.95,,,,,,,,,,64.95
138,1915-05-28,65.01,,,,,,,,,,65.01
139,1915-05-29,65.01,,,,,,,,,,65.01
140,1915-06-01,64.86,,,,,,,,,,64.86
141,1915-06-02,65.72,,,,,,,,,,65.72
142,1915-06-03,67.75,,,,,,,,,,67.75
143,1915-06-04,67.71,,,,,,,,,,67.71
144,1915-06-05,67.71,,,,,,,,,,67.71
145,1915-06-07,69.21,,,,,,,,,,69.21
146,1915-06-08,68.92,,,,,,,,,,68.92
147,1915-06-09,67.27,,,,,,,,,,67.27
148,1915-06-10,69.02,,,,,,,,,,69.02
149,1915-06-11,70.55,,,,,,,,,,70.55
150,1915-06-12,70.55,,,,,,,,,,70.55
151,1915-06-14,70.93,,,,,,,,,,70.93
152,1915-06-15,71.05,,,,,,,,,,71.05
153,1915-06-16,71.3,,,,,,,,,,71.3
154,1915-06-17,71.16,,,,,,,,,,71.16
155,1915-06-18,70.98,,,,,,,,,,70.98
156,1915-06-19,70.98,,,,,,,,,,70.98
157,1915-06-21,71.83,,,,,,,,,,71.83
158,1915-06-22,71.9,,,,,,,,,,71.9
159,1915-06-23,71.28,,,,,,,,,,71.28
160,1915-06-24,69.78,,,,,,,,,,69.78
161,1915-06-25,70.23,,,,,,,,,,70.23
162,1915-06-26,70.23,,,,,,,,,,70.23
163,1915-06-28,70.74,,,,,,,,,,70.74
164,1915-06-29,70.08,,,,,,,,,,70.08
165,1915-06-30,70.06,,,,,,,,,,70.06
166,1915-07-01,69.85,,,,,,,,,,69.85
167,1915-07-02,69.98,,,,,,,,,,69.98
168,1915-07-03,69.98,,,,,,,,,,69.98
169,1915-07-06,69.87,,,,,,,,,,69.87
170,1915-07-07,68.85,,,,,,,,,,68.85
171,1915-07-08,68.65,,,,,,,,,,68.65
172,1915-07-09,67.88,,,,,,,,,,67.88
173,1915-07-10,67.88,,,,,,,,,,67.88
174,1915-07-12,70.05,,,,,,,,,,70.05
175,1915-07-13,70.26,,,,,,,,,,70.26
176,1915-07-14,70.8,,,,,,,,,,70.8
177,1915-07-15,71.5,,,,,,,,,,71.5
178,1915-07-16,71.78,,,,,,,,,,71.78
179,1915-07-17,71.78,,,,,,,,,,71.78
180,1915-07-19,70.84,,,,,,,,,,70.84
181,1915-07-20,71.0,,,,,,,,,,71.0
182,1915-07-21,72.05,,,,,,,,,,72.05
183,1915-07-22,73.82,,,,,,,,,,73.82
184,1915-07-23,74.1,,,,,,,,,,74.1
185,1915-07-24,74.1,,,,,,,,,,74.1
186,1915-07-26,74.6,,,,,,,,,,74.6
187,1915-07-27,74.83,,,,,,,,,,74.83
188,1915-07-28,75.53,,,,,,,,,,75.53
189,1915-07-29,75.79,,,,,,,,,,75.79
190,1915-07-30,75.53,,,,,,,,,,75.53
191,1915-07-31,75.53,,,,,,,,,,75.53
192,1915-08-02,76.46,,,,,,,,,,76.46
193,1915-08-03,76.71,,,,,,,,,,76.71
194,1915-08-04,77.33,,,,,,,,,,77.33
195,1915-08-05,77.21,,,,,,,,,,77.21
196,1915-08-06,77.21,,,,,,,,,,77.21
197,1915-08-07,77.21,,,,,,,,,,77.21
198,1915-08-09,77.7,,,,,,,,,,77.7
199,1915-08-10,77.86,,,,,,,,,,77.86
200,1915-08-11,77.45,,,,,,,,,,77.45
201,1915-08-12,78.14,,,,,,,,,,78.14
202,1915-08-13,78.38,,,,,,,,,,78.38
203,1915-08-14,78.38,,,,,,,,,,78.38
204,1915-08-16,81.28,,,,,,,,,,81.28
205,1915-08-17,81.78,,,,,,,,,,81.78
206,1915-08-18,81.86,,,,,,,,,,81.86
207,1915-08-19,80.31,,,,,,,,,,80.31
208,1915-08-20,79.31,,,,,,,,,,79.31
209,1915-08-21,79.31,,,,,,,,,,79.31
210,1915-08-23,76.88,,,,,,,,,,76.88
211,1915-08-24,79.07,,,,,,,,,,79.07
212,1915-08-25,80.65,,,,,,,,,,80.65
213,1915-08-26,81.12,,,,,,,,,,81.12
214,1915-08-27,81.88,,,,,,,,,,81.88
215,1915-08-28,81.88,,,,,,,,,,81.88
216,1915-08-30,81.7,,,,,,,,,,81.7
217,1915-08-31,81.2,,,,,,,,,,81.2
218,1915-09-01,81.79,,,,,,,,,,81.79
219,1915-09-02,81.03,,,,,,,,,,81.03
220,1915-09-03,80.7,,,,,,,,,,80.7
221,1915-09-04,80.7,,,,,,,,,,80.7
222,1915-09-07,81.02,,,,,,,,,,81.02
223,1915-09-08,81.16,,,,,,,,,,81.16
224,1915-09-09,81.88,,,,,,,,,,81.88
225,1915-09-10,80.96,,,,,,,,,,80.96
226,1915-09-11,80.96,,,,,,,,,,80.96
227,1915-09-13,81.4,,,,,,,,,,81.4
228,1915-09-14,81.51,,,,,,,,,,81.51
229,1915-09-15,81.91,,,,,,,,,,81.91
230,1915-09-16,81.71,,,,,,,,,,81.71
231,1915-09-17,82.54,,,,,,,,,,82.54
232,1915-09-18,82.54,,,,,,,,,,82.54
233,1915-09-20,84.26,,,,,,,,,,84.26
234,1915-09-21,84.83,,,,,,,,,,84.83
235,1915-09-22,85.88,,,,,,,,,,85.88
236,1915-09-23,85.55,,,,,,,,,,85.55
237,1915-09-24,86.48,,,,,,,,,,86.48
238,1915-09-25,86.48,,,,,,,,,,86.48
239,1915-09-27,89.2,,,,,,,,,,89.2
240,1915-09-28,89.73,,,,,,,,,,89.73
241,1915-09-29,89.9,,,,,,,,,,89.9
242,1915-09-30,90.58,,,,,,,,,,90.58
243,1915-10-01,90.88,,,,,,,,,,90.88
244,1915-10-02,90.88,,,,,,,,,,90.88
245,1915-10-04,90.98,,,,,,,,,,90.98
246,1915-10-05,89.16,,,,,,,,,,89.16
247,1915-10-06,88.23,,,,,,,,,,88.23
248,1915-10-07,90.2,,,,,,,,,,90.2
249,1915-10-08,90.5,,,,,,,,,,90.5
250,1915-10-09,90.5,,,,,,,,,,90.5
251,1915-10-11,92.37,,,,,,,,,,92.37
252,1915-10-13,93.63,,,,,,,,,,93.63
253,1915-10-14,92.76,,,,,,,,,,92.76
254,1915-10-15,92.56,,,,,,,,,,92.56
255,1915-10-16,92.56,,,,,,,,,,92.56
256,1915-10-18,94.61,,,,,,,,,,94.61
257,1915-10-19,93.38,,,,,,,,,,93.38
258,1915-10-20,94.61,,,,,,,,,,94.61
259,1915-10-21,95.35,,,,,,,,,,95.35
260,1915-10-22,96.46,,,,,,,,,,96.46
261,1915-10-23,96.46,,,,,,,,,,96.46
262,1915-10-25,95.88,,,,,,,,,,95.88
263,1915-10-26,95.81,,,,,,,,,,95.81
264,1915-10-27,94.72,,,,,,,,,,94.72
265,1915-10-28,93.34,,,,,,,,,,93.34
266,1915-10-29,95.34,,,,,,,,,,95.34
267,1915-10-30,95.34,,,,,,,,,,95.34
268,1915-11-01,95.16,,,,,,,,,,95.16
269,1915-11-03,94.76,,,,,,,,,,94.76
270,1915-11-04,96.06,,,,,,,,,,96.06
271,1915-11-05,94.81,,,,,,,,,,94.81
272,1915-11-06,94.81,,,,,,,,,,94.81
273,1915-11-08,92.8,,,,,,,,,,92.8
274,1915-11-09,91.08,,,,,,,,,,91.08
275,1915-11-10,92.18,,,,,,,,,,92.18
276,1915-11-11,93.64,,,,,,,,,,93.64
277,1915-11-12,94.71,,,,,,,,,,94.71
278,1915-11-13,94.71,,,,,,,,,,94.71
279,1915-11-15,95.05,,,,,,,,,,95.05
280,1915-11-16,96.33,,,,,,,,,,96.33
281,1915-11-17,96.18,,,,,,,,,,96.18
282,1915-11-18,95.48,,,,,,,,,,95.48
283,1915-11-19,95.27,,,,,,,,,,95.27
284,1915-11-20,95.27,,,,,,,,,,95.27
285,1915-11-22,95.45,,,,,,,,,,95.45
286,1915-11-23,95.87,,,,,,,,,,95.87
287,1915-11-24,97.18,,,,,,,,,,97.18
288,1915-11-26,97.28,,,,,,,,,,97.28
289,1915-11-27,97.28,,,,,,,,,,97.28
290,1915-11-29,97.56,,,,,,,,,,97.56
291,1915-11-30,96.71,,,,,,,,,,96.71
292,1915-12-01,95.9,,,,,,,,,,95.9
293,1915-12-02,94.78,,,,,,,,,,94.78
294,1915-12-03,95.91,,,,,,,,,,95.91
295,1915-12-04,95.91,,,,,,,,,,95.91
296,1915-12-06,97.86,,,,,,,,,,97.86
297,1915-12-07,97.71,,,,,,,,,,97.71
298,1915-12-08,98.45,,,,,,,,,,98.45
299,1915-12-09,97.18,,,,,,,,,,97.18
300,1915-12-10,96.13,,,,,,,,,,96.13
301,1915-12-11,96.13,,,,,,,,,,96.13
302,1915-12-13,95.86,,,,,,,,,,95.86
303,1915-12-14,98.3,,,,,,,,,,98.3
304,1915-12-15,98.18,,,,,,,,,,98.18
305,1915-12-16,96.57,,,,,,,,,,96.57
306,1915-12-17,97.4,,,,,,,,,,97.4
307,1915-12-18,97.4,,,,,,,,,,97.4
308,1915-12-20,97.7,,,,,,,,,,97.7
309,1915-12-21,97.66,,,,,,,,,,97.66
310,1915-12-22,97.98,,,,,,,,,,97.98
311,1915-12-23,98.25,,,,,,,,,,98.25
312,1915-12-24,98.36,,,,,,,,,,98.36
313,1915-12-27,99.21,,,,,,,,,,99.21
314,1915-12-28,99.16,,,,,,,,,,99.16
315,1915-12-29,97.96,,,,,,,,,,97.96
316,1915-12-30,98.2,,,,,,,,,,98.2
317,1915-12-31,99.15,,,,,,,,,,99.15
318,1916-01-03,98.81,,,,,,,,,,98.81
319,1916-01-04,97.72,,,,,,,,,,97.72
320,1916-01-05,97.41,,,,,,,,,,97.41
321,1916-01-06,96.44,,,,,,,,,,96.44
322,1916-01-07,97.34,,,,,,,,,,97.34
323,1916-01-08,97.34,,,,,,,,,,97.34
324,1916-01-10,95.69,,,,,,,,,,95.69
325,1916-01-11,94.07,,,,,,,,,,94.07
326,1916-01-12,95.31,,,,,,,,,,95.31
327,1916-01-13,94.71,,,,,,,,,,94.71
328,1916-01-14,96.47,,,,,,,,,,96.47
329,1916-01-15,96.47,,,,,,,,,,96.47
330,1916-01-17,96.63,,,,,,,,,,96.63
331,1916-01-18,96.16,,,,,,,,,,96.16
332,1916-01-19,95.25,,,,,,,,,,95.25
333,1916-01-20,93.6,,,,,,,,,,93.6
334,1916-01-21,94.78,,,,,,,,,,94.78
335,1916-01-22,94.78,,,,,,,,,,94.78
336,1916-01-24,93.87,,,,,,,,,,93.87
337,1916-01-25,94.24,,,,,,,,,,94.24
338,1916-01-26,93.49,,,,,,,,,,93.49
339,1916-01-27,92.99,,,,,,,,,,92.99
340,1916-01-28,93.25,,,,,,,,,,93.25
341,1916-01-29,93.25,,,,,,,,,,93.25
342,1916-01-31,90.58,,,,,,,,,,90.58
343,1916-02-01,91.93,,,,,,,,,,91.93
344,1916-02-02,93.69,,,,,,,,,,93.69
345,1916-02-03,94.4,,,,,,,,,,94.4
346,1916-02-04,93.19,,,,,,,,,,93.19
347,1916-02-05,93.19,,,,,,,,,,93.19
348,1916-02-07,94.96,,,,,,,,,,94.96
349,1916-02-08,94.91,,,,,,,,,,94.91
350,1916-02-09,95.86,,,,,,,,,,95.86
351,1916-02-10,96.1,,,,,,,,,,96.1
352,1916-02-11,96.15,,,,,,,,,,96.15
353,1916-02-14,95.28,,,,,,,,,,95.28
354,1916-02-15,95.26,,,,,,,,,,95.26
355,1916-02-16,94.5,,,,,,,,,,94.5
356,1916-02-17,94.11,,,,,,,,,,94.11
357,1916-02-18,94.35,,,,,,,,,,94.35
358,1916-02-19,94.35,,,,,,,,,,94.35
359,1916-02-21,94.36,,,,,,,,,,94.36
360,1916-02-23,94.35,,,,,,,,,,94.35
361,1916-02-24,93.37,,,,,,,,,,93.37
362,1916-02-25,93.85,,,,,,,,,,93.85
363,1916-02-26,93.85,,,,,,,,,,93.85
364,1916-02-28,90.89,,,,,,,,,,90.89
365,1916-02-29,91.03,,,,,,,,,,91.03
366,1916-03-01,90.69,,,,,,,,,,90.69
367,1916-03-02,90.52,,,,,,,,,,90.52
368,1916-03-03,91.71,,,,,,,,,,91.71
369,1916-03-04,91.71,,,,,,,,,,91.71
370,1916-03-06,92.93,,,,,,,,,,92.93
371,1916-03-07,92.58,,,,,,,,,,92.58
372,1916-03-08,92.58,,,,,,,,,,92.58
373,1916-03-09,93.5,,,,,,,,,,93.5
374,1916-03-10,93.11,,,,,,,,,,93.11
375,1916-03-11,93.11,,,,,,,,,,93.11
376,1916-03-13,94.75,,,,,,,,,,94.75
377,1916-03-14,95.4,,,,,,,,,,95.4
378,1916-03-15,95.76,,,,,,,,,,95.76
379,1916-03-16,96.08,,,,,,,,,,96.08
380,1916-03-17,96.0,,,,,,,,,,96.0
381,1916-03-18,96.0,,,,,,,,,,96.0
382,1916-03-20,93.6,,,,,,,,,,93.6
383,1916-03-21,93.58,,,,,,,,,,93.58
384,1916-03-22,93.97,,,,,,,,,,93.97
385,1916-03-23,93.76,,,,,,,,,,93.76
386,1916-03-24,93.65,,,,,,,,,,93.65
387,1916-03-25,93.65,,,,,,,,,,93.65
388,1916-03-27,93.57,,,,,,,,,,93.57
389,1916-03-28,93.81,,,,,,,,,,93.81
390,1916-03-29,93.69,,,,,,,,,,93.69
391,1916-03-30,92.73,,,,,,,,,,92.73
392,1916-03-31,93.25,,,,,,,,,,93.25
393,1916-04-01,93.25,,,,,,,,,,93.25
394,1916-04-03,94.13,,,,,,,,,,94.13
395,1916-04-04,93.97,,,,,,,,,,93.97
396,1916-04-05,94.12,,,,,,,,,,94.12
397,1916-04-06,94.46,,,,,,,,,,94.46
398,1916-04-07,93.38,,,,,,,,,,93.38
399,1916-04-08,93.38,,,,,,,,,,93.38
400,1916-04-10,94.22,,,,,,,,,,94.22
401,1916-04-11,93.77,,,,,,,,,,93.77
402,1916-04-12,93.28,,,,,,,,,,93.28
403,1916-04-13,91.28,,,,,,,,,,91.28
404,1916-04-14,91.63,,,,,,,,,,91.63
405,1916-04-15,91.63,,,,,,,,,,91.63
406,1916-04-17,91.08,,,,,,,,,,91.08
407,1916-04-18,90.65,,,,,,,,,,90.65
408,1916-04-19,88.46,,,,,,,,,,88.46
409,1916-04-20,88.11,,,,,,,,,,88.11
410,1916-04-22,88.11,,,,,,,,,,88.11
411,1916-04-24,87.0,,,,,,,,,,87.0
412,1916-04-25,88.12,,,,,,,,,,88.12
413,1916-04-26,87.23,,,,,,,,,,87.23
414,1916-04-27,88.78,,,,,,,,,,88.78
415,1916-04-28,89.65,,,,,,,,,,89.65
416,1916-04-29,89.65,,,,,,,,,,89.65
417,1916-05-01,90.3,,,,,,,,,,90.3
418,1916-05-02,89.02,,,,,,,,,,89.02
419,1916-05-03,88.61,,,,,,,,,,88.61
420,1916-05-04,87.71,,,,,,,,,,87.71
421,1916-05-05,88.51,,,,,,,,,,88.51
422,1916-05-06,88.51,,,,,,,,,,88.51
423,1916-05-08,90.36,,,,,,,,,,90.36
424,1916-05-09,89.71,,,,,,,,,,89.71
425,1916-05-10,89.78,,,,,,,,,,89.78
426,1916-05-11,90.08,,,,,,,,,,90.08
427,1916-05-12,90.94,,,,,,,,,,90.94
428,1916-05-13,90.94,,,,,,,,,,90.94
429,1916-05-15,92.43,,,,,,,,,,92.43
430,1916-05-16,92.01,,,,,,,,,,92.01
431,1916-05-17,91.51,,,,,,,,,,91.51
432,1916-05-18,92.05,,,,,,,,,,92.05
433,1916-05-19,91.76,,,,,,,,,,91.76
434,1916-05-20,91.76,,,,,,,,,,91.76
435,1916-05-22,92.06,,,,,,,,,,92.06
436,1916-05-23,92.1,,,,,,,,,,92.1
437,1916-05-24,92.37,,,,,,,,,,92.37
438,1916-05-25,92.62,,,,,,,,,,92.62
439,1916-05-26,92.29,,,,,,,,,,92.29
440,1916-05-27,92.29,,,,,,,,,,92.29
441,1916-05-29,91.95,,,,,,,,,,91.95
442,1916-05-31,91.8,,,,,,,,,,91.8
443,1916-06-01,91.87,,,,,,,,,,91.87
444,1916-06-02,91.22,,,,,,,,,,91.22
445,1916-06-03,91.22,,,,,,,,,,91.22
446,1916-06-05,92.19,,,,,,,,,,92.19
447,1916-06-06,91.73,,,,,,,,,,91.73
448,1916-06-07,91.84,,,,,,,,,,91.84
449,1916-06-08,92.01,,,,,,,,,,92.01
450,1916-06-09,92.78,,,,,,,,,,92.78
451,1916-06-10,92.78,,,,,,,,,,92.78
452,1916-06-12,93.61,,,,,,,,,,93.61
453,1916-06-13,93.19,,,,,,,,,,93.19
454,1916-06-14,93.33,,,,,,,,,,93.33
455,1916-06-15,93.33,,,,,,,,,,93.33
456,1916-06-16,92.49,,,,,,,,,,92.49
457,1916-06-17,92.49,,,,,,,,,,92.49
458,1916-06-19,90.0,,,,,,,,,,90.0
459,1916-06-20,90.57,,,,,,,,,,90.57
460,1916-06-21,90.03,,,,,,,,,,90.03
461,1916-06-22,89.54,,,,,,,,,,89.54
462,1916-06-23,88.88,,,,,,,,,,88.88
463,1916-06-24,88.88,,,,,,,,,,88.88
464,1916-06-26,87.68,,,,,,,,,,87.68
465,1916-06-27,88.43,,,,,,,,,,88.43
466,1916-06-28,88.29,,,,,,,,,,88.29
467,1916-06-29,89.51,,,,,,,,,,89.51
468,1916-06-30,89.58,,,,,,,,,,89.58
469,1916-07-01,89.58,,,,,,,,,,89.58
470,1916-07-03,89.37,,,,,,,,,,89.37
471,1916-07-05,90.53,,,,,,,,,,90.53
472,1916-07-06,90.4,,,,,,,,,,90.4
473,1916-07-07,89.71,,,,,,,,,,89.71
474,1916-07-08,89.71,,,,,,,,,,89.71
475,1916-07-10,88.6,,,,,,,,,,88.6
476,1916-07-11,87.63,,,,,,,,,,87.63
477,1916-07-12,87.63,,,,,,,,,,87.63
478,1916-07-13,86.42,,,,,,,,,,86.42
479,1916-07-14,86.95,,,,,,,,,,86.95
480,1916-07-15,86.95,,,,,,,,,,86.95
481,1916-07-17,87.15,,,,,,,,,,87.15
482,1916-07-18,87.25,,,,,,,,,,87.25
483,1916-07-19,88.1,,,,,,,,,,88.1
484,1916-07-20,89.0,,,,,,,,,,89.0
485,1916-07-21,89.16,,,,,,,,,,89.16
486,1916-07-22,89.16,,,,,,,,,,89.16
487,1916-07-24,89.1,,,,,,,,,,89.1
488,1916-07-25,88.83,,,,,,,,,,88.83
489,1916-07-26,88.13,,,,,,,,,,88.13
490,1916-07-27,88.0,,,,,,,,,,88.0
491,1916-07-28,88.35,,,,,,,,,,88.35
492,1916-07-29,88.35,,,,,,,,,,88.35
493,1916-07-31,89.25,,,,,,,,,,89.25
494,1916-08-01,89.05,,,,,,,,,,89.05
495,1916-08-02,88.34,,,,,,,,,,88.34
496,1916-08-03,88.83,,,,,,,,,,88.83
497,1916-08-04,88.41,,,,,,,,,,88.41
498,1916-08-05,88.41,,,,,,,,,,88.41
499,1916-08-07,88.88,,,,,,,,,,88.88
500,1916-08-08,88.15,,,,,,,,,,88.15
501,1916-08-09,90.26,,,,,,,,,,90.26
502,1916-08-10,90.05,,,,,,,,,,90.05
503,1916-08-11,90.32,,,,,,,,,,90.32
504,1916-08-12,90.32,,,,,,,,,,90.32
505,1916-08-14,90.75,,,,,,,,,,90.75
506,1916-08-15,91.48,,,,,,,,,,91.48
507,1916-08-16,91.91,,,,,,,,,,91.91
508,1916-08-17,92.08,,,,,,,,,,92.08
509,1916-08-18,92.08,,,,,,,,,,92.08
510,1916-08-19,92.08,,,,,,,,,,92.08
511,1916-08-21,93.25,,,,,,,,,,93.25
512,1916-08-22,93.83,,,,,,,,,,93.83
513,1916-08-23,93.61,,,,,,,,,,93.61
514,1916-08-24,93.66,,,,,,,,,,93.66
515,1916-08-25,92.9,,,,,,,,,,92.9
516,1916-08-26,92.9,,,,,,,,,,92.9
517,1916-08-28,92.49,,,,,,,,,,92.49
518,1916-08-29,91.63,,,,,,,,,,91.63
519,1916-08-30,91.32,,,,,,,,,,91.32
520,1916-08-31,92.25,,,,,,,,,,92.25
521,1916-09-01,91.19,,,,,,,,,,91.19
522,1916-09-02,91.19,,,,,,,,,,91.19
523,1916-09-05,93.36,,,,,,,,,,93.36
524,1916-09-06,94.51,,,,,,,,,,94.51
525,1916-09-07,94.59,,,,,,,,,,94.59
526,1916-09-08,94.63,,,,,,,,,,94.63
527,1916-09-09,94.63,,,,,,,,,,94.63
528,1916-09-11,95.74,,,,,,,,,,95.74
529,1916-09-12,96.65,,,,,,,,,,96.65
530,1916-09-13,97.71,,,,,,,,,,97.71
531,1916-09-14,98.84,,,,,,,,,,98.84
532,1916-09-15,98.39,,,,,,,,,,98.39
533,1916-09-16,98.39,,,,,,,,,,98.39
