Date,MT Close,WSJ Close,Open,High,Low,Yahoo Close,Volume,Close
1936-06-20,157.21,,,,,,,157.21
1936-06-22,159.13,,,,,,,159.13
1936-06-23,158.94,,,,,,,158.94
1936-06-24,160.66,,,,,,,160.66
1936-06-25,158.64,,,,,,,158.64
1936-06-26,158.21,,,,,,,158.21
1936-06-27,158.46,,,,,,,158.46
1936-06-29,158.01,,,,,,,158.01
1936-06-30,157.69,,,,,,,157.69
1936-07-01,158.38,,,,,,,158.38
1936-07-02,157.51,,,,,,,157.51
1936-07-03,158.11,,,,,,,158.11
1936-07-06,157.11,,,,,,,157.11
1936-07-07,155.6,,,,,,,155.6
1936-07-08,156.2,,,,,,,156.2
1936-07-09,157.71,,,,,,,157.71
1936-07-10,160.07,,,,,,,160.07
1936-07-11,160.72,,,,,,,160.72
1936-07-13,161.35,,,,,,,161.35
1936-07-14,162.8,,,,,,,162.8
1936-07-15,163.24,,,,,,,163.24
1936-07-16,163.64,,,,,,,163.64
1936-07-17,163.55,,,,,,,163.55
1936-07-18,164.42,,,,,,,164.42
1936-07-20,164.43,,,,,,,164.43
1936-07-21,165.23,,,,,,,165.23
1936-07-22,164.49,,,,,,,164.49
1936-07-23,164.61,,,,,,,164.61
1936-07-24,164.37,,,,,,,164.37
1936-07-25,165.56,,,,,,,165.56
1936-07-27,166.92,,,,,,,166.92
1936-07-28,167.01,,,,,,,167.01
1936-07-29,165.67,,,,,,,165.67
1936-07-30,165.98,,,,,,,165.98
1936-07-31,164.86,,,,,,,164.86
1936-08-01,165.42,,,,,,,165.42
1936-08-03,165.32,,,,,,,165.32
1936-08-04,165.41,,,,,,,165.41
1936-08-05,165.07,,,,,,,165.07
1936-08-06,165.71,,,,,,,165.71
1936-08-07,168.01,,,,,,,168.01
1936-08-08,169.1,,,,,,,169.1
1936-08-10,168.8,,,,,,,168.8
1936-08-11,167.86,,,,,,,167.86
1936-08-12,169.05,,,,,,,169.05
1936-08-13,167.64,,,,,,,167.64
1936-08-14,165.75,,,,,,,165.75
1936-08-15,165.86,,,,,,,165.86
1936-08-17,165.38,,,,,,,165.38
1936-08-18,165.42,,,,,,,165.42
1936-08-19,166.04,,,,,,,166.04
1936-08-20,165.59,,,,,,,165.59
1936-08-21,160.8,,,,,,,160.8
1936-08-22,162.14,,,,,,,162.14
1936-08-24,163.78,,,,,,,163.78
1936-08-25,164.34,,,,,,,164.34
1936-08-26,163.32,,,,,,,163.32
1936-08-27,166.77,,,,,,,166.77
1936-08-28,166.78,,,,,,,166.78
1936-08-29,166.91,,,,,,,166.91
1936-08-31,166.29,,,,,,,166.29
1936-09-01,166.35,,,,,,,166.35
1936-09-02,166.65,,,,,,,166.65
1936-09-03,166.24,,,,,,,166.24
1936-09-04,167.04,,,,,,,167.04
1936-09-05,167.8,,,,,,,167.8
1936-09-08,169.55,,,,,,,169.55
1936-09-09,168.5,,,,,,,168.5
1936-09-10,169.0,,,,,,,169.0
1936-09-11,168.59,,,,,,,168.59
1936-09-12,168.02,,,,,,,168.02
1936-09-14,166.86,,,,,,,166.86
1936-09-15,166.44,,,,,,,166.44
1936-09-16,165.16,,,,,,,165.16
1936-09-17,166.25,,,,,,,166.25
1936-09-18,167.76,,,,,,,167.76
1936-09-19,168.93,,,,,,,168.93
1936-09-21,168.9,,,,,,,168.9
1936-09-22,169.47,,,,,,,169.47
1936-09-23,169.01,,,,,,,169.01
1936-09-24,169.14,,,,,,,169.14
1936-09-25,166.36,,,,,,,166.36
1936-09-26,168.07,,,,,,,168.07
1936-09-28,168.79,,,,,,,168.79
1936-09-29,168.48,,,,,,,168.48
1936-09-30,167.82,,,,,,,167.82
1936-10-01,168.26,,,,,,,168.26
1936-10-02,170.76,,,,,,,170.76
1936-10-03,172.44,,,,,,,172.44
1936-10-05,172.81,,,,,,,172.81
1936-10-06,174.42,,,,,,,174.42
1936-10-07,174.59,,,,,,,174.59
1936-10-08,174.93,,,,,,,174.93
1936-10-09,175.19,,,,,,,175.19
1936-10-10,176.05,,,,,,,176.05
1936-10-13,176.29,,,,,,,176.29
1936-10-14,175.57,,,,,,,175.57
1936-10-15,175.22,,,,,,,175.22
1936-10-16,176.66,,,,,,,176.66
1936-10-17,177.63,,,,,,,177.63
1936-10-19,177.42,,,,,,,177.42
1936-10-20,176.78,,,,,,,176.78
1936-10-21,176.7,,,,,,,176.7
1936-10-22,174.9,,,,,,,174.9
1936-10-23,175.6,,,,,,,175.6
1936-10-24,175.91,,,,,,,175.91
1936-10-26,172.3,,,,,,,172.3
1936-10-27,174.36,,,,,,,174.36
1936-10-28,174.84,,,,,,,174.84
1936-10-29,176.31,,,,,,,176.31
1936-10-30,177.15,,,,,,,177.15
1936-10-31,177.19,,,,,,,177.19
1936-11-02,176.67,,,,,,,176.67
1936-11-04,180.66,,,,,,,180.66
1936-11-05,182.25,,,,,,,182.25
1936-11-06,181.6,,,,,,,181.6
1936-11-07,183.38,,,,,,,183.38
1936-11-09,183.65,,,,,,,183.65
1936-11-10,184.01,,,,,,,184.01
1936-11-12,183.15,,,,,,,183.15
1936-11-13,182.24,,,,,,,182.24
1936-11-14,181.45,,,,,,,181.45
1936-11-16,182.65,,,,,,,182.65
1936-11-17,184.9,,,,,,,184.9
1936-11-18,184.44,,,,,,,184.44
1936-11-19,182.21,,,,,,,182.21
1936-11-20,180.74,,,,,,,180.74
1936-11-21,182.01,,,,,,,182.01
1936-11-23,178.62,,,,,,,178.62
1936-11-24,181.11,,,,,,,181.11
1936-11-25,180.78,,,,,,,180.78
1936-11-27,182.81,,,,,,,182.81
1936-11-28,183.32,,,,,,,183.32
1936-11-30,183.22,,,,,,,183.22
1936-12-01,182.05,,,,,,,182.05
1936-12-02,180.25,,,,,,,180.25
1936-12-03,181.29,,,,,,,181.29
1936-12-04,180.97,,,,,,,180.97
1936-12-05,181.05,,,,,,,181.05
1936-12-07,180.13,,,,,,,180.13
1936-12-08,180.57,,,,,,,180.57
1936-12-09,181.16,,,,,,,181.16
1936-12-10,182.18,,,,,,,182.18
1936-12-11,181.1,,,,,,,181.1
1936-12-12,180.92,,,,,,,180.92
1936-12-14,181.87,,,,,,,181.87
1936-12-15,181.97,,,,,,,181.97
1936-12-16,181.58,,,,,,,181.58
1936-12-17,180.78,,,,,,,180.78
1936-12-18,179.42,,,,,,,179.42
1936-12-19,177.61,,,,,,,177.61
1936-12-21,175.85,,,,,,,175.85
1936-12-22,177.3,,,,,,,177.3
1936-12-23,178.36,,,,,,,178.36
1936-12-24,178.6,,,,,,,178.6
1936-12-28,177.12,,,,,,,177.12
1936-12-29,177.6,,,,,,,177.6
1936-12-30,180.57,,,,,,,180.57
1936-12-31,179.9,,,,,,,179.9
1937-01-02,178.52,,,,,,,178.52
1937-01-04,177.72,,,,,,,177.72
1937-01-05,179.07,,,,,,,179.07
1937-01-06,178.92,,,,,,,178.92
1937-01-07,181.77,,,,,,,181.77
1937-01-08,182.95,,,,,,,182.95
1937-01-09,182.75,,,,,,,182.75
1937-01-11,183.26,,,,,,,183.26
1937-01-12,183.3,,,,,,,183.3
1937-01-13,183.01,,,,,,,183.01
1937-01-14,183.71,,,,,,,183.71
1937-01-15,184.53,,,,,,,184.53
1937-01-16,185.73,,,,,,,185.73
1937-01-18,184.95,,,,,,,184.95
1937-01-19,184.02,,,,,,,184.02
1937-01-20,185.96,,,,,,,185.96
1937-01-21,186.9,,,,,,,186.9
1937-01-22,186.53,,,,,,,186.53
1937-01-23,186.69,,,,,,,186.69
1937-01-25,185.62,,,,,,,185.62
1937-01-26,183.19,,,,,,,183.19
1937-01-27,183.97,,,,,,,183.97
1937-01-28,183.41,,,,,,,183.41
1937-01-29,184.74,,,,,,,184.74
1937-01-30,185.74,,,,,,,185.74
1937-02-01,186.61,,,,,,,186.61
1937-02-02,188.2,,,,,,,188.2
1937-02-03,188.69,,,,,,,188.69
1937-02-04,188.39,,,,,,,188.39
1937-02-05,186.01,,,,,,,186.01
1937-02-06,187.11,,,,,,,187.11
1937-02-08,187.82,,,,,,,187.82
1937-02-09,187.68,,,,,,,187.68
1937-02-10,189.35,,,,,,,189.35
1937-02-11,190.29,,,,,,,190.29
1937-02-13,190.03,,,,,,,190.03
1937-02-15,188.39,,,,,,,188.39
1937-02-16,188.18,,,,,,,188.18
1937-02-17,187.98,,,,,,,187.98
1937-02-18,188.07,,,,,,,188.07
1937-02-19,189.37,,,,,,,189.37
1937-02-20,189.37,,,,,,,189.37
1937-02-23,186.5,,,,,,,186.5
1937-02-24,187.35,,,,,,,187.35
1937-02-25,186.68,,,,,,,186.68
1937-02-26,187.17,,,,,,,187.17
1937-02-27,187.3,,,,,,,187.3
1937-03-01,187.68,,,,,,,187.68
1937-03-02,189.91,,,,,,,189.91
1937-03-03,192.91,,,,,,,192.91
1937-03-04,191.63,,,,,,,191.63
1937-03-05,194.14,,,,,,,194.14
1937-03-06,194.15,,,,,,,194.15
1937-03-08,192.69,,,,,,,192.69
1937-03-09,193.29,,,,,,,193.29
1937-03-10,194.4,,,,,,,194.4
1937-03-11,192.22,,,,,,,192.22
1937-03-12,191.24,,,,,,,191.24
1937-03-13,190.58,,,,,,,190.58
1937-03-15,189.41,,,,,,,189.41
1937-03-16,189.95,,,,,,,189.95
1937-03-17,188.5,,,,,,,188.5
1937-03-18,184.73,,,,,,,184.73
1937-03-19,184.56,,,,,,,184.56
1937-03-20,184.04,,,,,,,184.04
1937-03-22,179.82,,,,,,,179.82
1937-03-23,181.87,,,,,,,181.87
1937-03-24,184.32,,,,,,,184.32
1937-03-25,184.08,,,,,,,184.08
1937-03-27,184.95,,,,,,,184.95
1937-03-29,184.09,,,,,,,184.09
1937-03-30,186.77,,,,,,,186.77
1937-03-31,186.41,,,,,,,186.41
1937-04-01,185.19,,,,,,,185.19
1937-04-02,182.75,,,,,,,182.75
1937-04-03,183.54,,,,,,,183.54
1937-04-05,184.19,,,,,,,184.19
1937-04-06,182.98,,,,,,,182.98
1937-04-07,178.07,,,,,,,178.07
1937-04-08,178.18,,,,,,,178.18
1937-04-09,178.94,,,,,,,178.94
1937-04-10,178.26,,,,,,,178.26
1937-04-12,179.74,,,,,,,179.74
1937-04-13,182.1,,,,,,,182.1
1937-04-14,181.93,,,,,,,181.93
1937-04-15,181.19,,,,,,,181.19
1937-04-16,180.75,,,,,,,180.75
1937-04-17,180.51,,,,,,,180.51
1937-04-19,180.82,,,,,,,180.82
1937-04-20,181.44,,,,,,,181.44
1937-04-21,183.6,,,,,,,183.6
1937-04-22,181.7,,,,,,,181.7
1937-04-23,178.54,,,,,,,178.54
1937-04-24,176.98,,,,,,,176.98
1937-04-26,171.97,,,,,,,171.97
1937-04-27,174.52,,,,,,,174.52
1937-04-28,170.13,,,,,,,170.13
1937-04-29,170.52,,,,,,,170.52
1937-04-30,174.27,,,,,,,174.27
1937-05-01,174.42,,,,,,,174.42
1937-05-03,174.59,,,,,,,174.59
1937-05-04,176.3,,,,,,,176.3
1937-05-05,174.67,,,,,,,174.67
1937-05-06,175.81,,,,,,,175.81
1937-05-07,175.89,,,,,,,175.89
1937-05-08,175.54,,,,,,,175.54
1937-05-10,173.04,,,,,,,173.04
1937-05-11,172.55,,,,,,,172.55
1937-05-12,172.24,,,,,,,172.24
1937-05-13,167.46,,,,,,,167.46
1937-05-14,169.15,,,,,,,169.15
1937-05-15,169.6,,,,,,,169.6
1937-05-17,167.84,,,,,,,167.84
1937-05-18,169.97,,,,,,,169.97
1937-05-19,169.75,,,,,,,169.75
1937-05-20,173.59,,,,,,,173.59
1937-05-21,173.83,,,,,,,173.83
1937-05-22,175.0,,,,,,,175.0
1937-05-24,175.59,,,,,,,175.59
1937-05-25,173.79,,,,,,,173.79
1937-05-26,173.7,,,,,,,173.7
1937-05-27,174.19,,,,,,,174.19
1937-05-28,174.71,,,,,,,174.71
1937-06-01,171.59,,,,,,,171.59
1937-06-02,172.63,,,,,,,172.63
1937-06-03,172.82,,,,,,,172.82
1937-06-04,175.14,,,,,,,175.14
1937-06-05,175.0,,,,,,,175.0
1937-06-07,173.88,,,,,,,173.88
1937-06-08,174.33,,,,,,,174.33
1937-06-09,173.47,,,,,,,173.47
1937-06-10,172.82,,,,,,,172.82
1937-06-11,170.77,,,,,,,170.77
1937-06-12,169.51,,,,,,,169.51
1937-06-14,165.51,,,,,,,165.51
1937-06-15,167.4,,,,,,,167.4
1937-06-16,165.86,,,,,,,165.86
1937-06-17,167.74,,,,,,,167.74
1937-06-18,168.79,,,,,,,168.79
1937-06-19,168.6,,,,,,,168.6
